#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::Basic verbs::pretérito imperfecto: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"oír, él, pretérito imperfecto",oír,słyszeć,to hear,el,pret_imperfecto,oía,,false,,conjugation::basic-verb
"pedir, yo, pretérito imperfecto",pedir,poprosić,to ask for,yo,pret_imperfecto,pedía,,false,,conjugation::basic-verb
"pedir, tú, pretérito imperfecto",pedir,poprosić,to ask for,tu,pret_imperfecto,pedías,,false,,conjugation::basic-verb
"pedir, él, pretérito imperfecto",pedir,poprosić,to ask for,el,pret_imperfecto,pedía,,false,,conjugation::basic-verb
"pensar, yo, pretérito imperfecto",pensar,myśleć,to think,yo,pret_imperfecto,pensaba,,false,,conjugation::basic-verb
"pensar, tú, pretérito imperfecto",pensar,myśleć,to think,tu,pret_imperfecto,pensabas,,false,,conjugation::basic-verb
"pensar, él, pretérito imperfecto",pensar,myśleć,to think,el,pret_imperfecto,pensaba,,false,,conjugation::basic-verb
"poder, yo, pretérito imperfecto",poder,móc,to be able to,yo,pret_imperfecto,podía,,false,,conjugation::basic-verb
"poder, tú, pretérito imperfecto",poder,móc,to be able to,tu,pret_imperfecto,podías,,false,,conjugation::basic-verb
"poder, él, pretérito imperfecto",poder,móc,to be able to,el,pret_imperfecto,podía,,false,,conjugation::basic-verb
"poner, yo, pretérito imperfecto",poner,kłaść,to put,yo,pret_imperfecto,ponía,,false,poner,conjugation::basic-verb
"poner, tú, pretérito imperfecto",poner,kłaść,to put,tu,pret_imperfecto,ponías,,false,poner,conjugation::basic-verb
"poner, él, pretérito imperfecto",poner,kłaść,to put,el,pret_imperfecto,ponía,,false,poner,conjugation::basic-verb
"querer, yo, pretérito imperfecto",querer,chcieć,to want,yo,pret_imperfecto,quería,,false,,conjugation::basic-verb
"querer, tú, pretérito imperfecto",querer,chcieć,to want,tu,pret_imperfecto,querías,,false,,conjugation::basic-verb
"querer, él, pretérito imperfecto",querer,chcieć,to want,el,pret_imperfecto,quería,,false,,conjugation::basic-verb
"saber, yo, pretérito imperfecto",saber,wiedzieć,to know,yo,pret_imperfecto,sabía,,false,,conjugation::basic-verb
"saber, tú, pretérito imperfecto",saber,wiedzieć,to know,tu,pret_imperfecto,sabías,,false,,conjugation::basic-verb
"saber, él, pretérito imperfecto",saber,wiedzieć,to know,el,pret_imperfecto,sabía,,false,,conjugation::basic-verb
"salir, yo, pretérito imperfecto",salir,wychodzić,to go out,yo,pret_imperfecto,salía,,false,,conjugation::basic-verb
"salir, tú, pretérito imperfecto",salir,wychodzić,to go out,tu,pret_imperfecto,salías,,false,,conjugation::basic-verb
"salir, él, pretérito imperfecto",salir,wychodzić,to go out,el,pret_imperfecto,salía,,false,,conjugation::basic-verb
"seguir, yo, pretérito imperfecto",seguir,kontynuować,to follow,yo,pret_imperfecto,seguía,,false,,conjugation::basic-verb
"seguir, tú, pretérito imperfecto",seguir,kontynuować,to follow,tu,pret_imperfecto,seguías,,false,,conjugation::basic-verb
"seguir, él, pretérito imperfecto",seguir,kontynuować,to follow,el,pret_imperfecto,seguía,,false,,conjugation::basic-verb
"ser, yo, pretérito imperfecto",ser,być,to be,yo,pret_imperfecto,<em>er</em>a,,true,ser,conjugation::basic-verb
"ser, tú, pretérito imperfecto",ser,być,to be,tu,pret_imperfecto,<em>er</em>as,,true,ser,conjugation::basic-verb
"ser, él, pretérito imperfecto",ser,być,to be,el,pret_imperfecto,<em>er</em>a,,true,ser,conjugation::basic-verb
"tener, yo, pretérito imperfecto",tener,mieć,to have,yo,pret_imperfecto,tenía,,false,,conjugation::basic-verb
"tener, tú, pretérito imperfecto",tener,mieć,to have,tu,pret_imperfecto,tenías,,false,,conjugation::basic-verb
"tener, él, pretérito imperfecto",tener,mieć,to have,el,pret_imperfecto,tenía,,false,,conjugation::basic-verb
"venir, yo, pretérito imperfecto",venir,przychodzić,to come,yo,pret_imperfecto,venía,,false,,conjugation::basic-verb
"venir, tú, pretérito imperfecto",venir,przychodzić,to come,tu,pret_imperfecto,venías,,false,,conjugation::basic-verb
"venir, él, pretérito imperfecto",venir,przychodzić,to come,el,pret_imperfecto,venía,,false,,conjugation::basic-verb
"ver, yo, pretérito imperfecto",ver,oglądać,to see,yo,pret_imperfecto,v<em>e</em>ía,,true,,conjugation::basic-verb
"ver, tú, pretérito imperfecto",ver,oglądać,to see,tu,pret_imperfecto,v<em>e</em>ías,,true,,conjugation::basic-verb
"ver, él, pretérito imperfecto",ver,oglądać,to see,el,pret_imperfecto,v<em>e</em>ía,,true,,conjugation::basic-verb
"volver, yo, pretérito imperfecto",volver,wracać,to return,yo,pret_imperfecto,volvía,,false,,conjugation::basic-verb
"volver, tú, pretérito imperfecto",volver,wracać,to return,tu,pret_imperfecto,volvías,,false,,conjugation::basic-verb
"volver, él, pretérito imperfecto",volver,wracać,to return,el,pret_imperfecto,volvía,,false,,conjugation::basic-verb
