#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::Basic verbs::presente progresivo: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"dejar, tú, presente progresivo",dejar,pozostawić,to leave,tu,presente_progresivo,estás dejando,,false,,conjugation::basic-verb
"dejar, él, presente progresivo",dejar,pozostawić,to leave,el,presente_progresivo,está dejando,,false,,conjugation::basic-verb
"despertarse, yo, presente progresivo",despertarse,budzić się,to wake up,yo,presente_progresivo,me estoy despertando,,false,,conjugation::basic-verb
"despertarse, tú, presente progresivo",despertarse,budzić się,to wake up,tu,presente_progresivo,te estás despertando,,false,,conjugation::basic-verb
"despertarse, él, presente progresivo",despertarse,budzić się,to wake up,el,presente_progresivo,se está despertando,,false,,conjugation::basic-verb
"dormir, yo, presente progresivo",dormir,spać,to sleep,yo,presente_progresivo,estoy d<em>u</em>rmiendo,,true,,conjugation::basic-verb
"dormir, tú, presente progresivo",dormir,spać,to sleep,tu,presente_progresivo,estás d<em>u</em>rmiendo,,true,,conjugation::basic-verb
"dormir, él, presente progresivo",dormir,spać,to sleep,el,presente_progresivo,está d<em>u</em>rmiendo,,true,,conjugation::basic-verb
"empezar, yo, presente progresivo",empezar,zaczynać,to start,yo,presente_progresivo,estoy empezando,,false,,conjugation::basic-verb
"empezar, tú, presente progresivo",empezar,zaczynać,to start,tu,presente_progresivo,estás empezando,,false,,conjugation::basic-verb
"empezar, él, presente progresivo",empezar,zaczynać,to start,el,presente_progresivo,está empezando,,false,,conjugation::basic-verb
"entender, yo, presente progresivo",entender,rozumieć,to understand,yo,presente_progresivo,estoy entendiendo,,false,,conjugation::basic-verb
"entender, tú, presente progresivo",entender,rozumieć,to understand,tu,presente_progresivo,estás entendiendo,,false,,conjugation::basic-verb
"entender, él, presente progresivo",entender,rozumieć,to understand,el,presente_progresivo,está entendiendo,,false,,conjugation::basic-verb
"estar, yo, presente progresivo",estar,być,to be,yo,presente_progresivo,estoy estando,,false,estar,conjugation::basic-verb
"estar, tú, presente progresivo",estar,być,to be,tu,presente_progresivo,estás estando,,false,estar,conjugation::basic-verb
"estar, él, presente progresivo",estar,być,to be,el,presente_progresivo,está estando,,false,estar,conjugation::basic-verb
"haber, yo, presente progresivo",haber,egzystować,to have,yo,presente_progresivo,estoy habiendo,,false,,conjugation::basic-verb
"haber, tú, presente progresivo",haber,egzystować,to have,tu,presente_progresivo,estás habiendo,,false,,conjugation::basic-verb
"haber, él, presente progresivo",haber,egzystować,to have,el,presente_progresivo,está habiendo,,false,,conjugation::basic-verb
"hacer, yo, presente progresivo",hacer,robić,to do,yo,presente_progresivo,estoy haciendo,,false,,conjugation::basic-verb
"hacer, tú, presente progresivo",hacer,robić,to do,tu,presente_progresivo,estás haciendo,,false,,conjugation::basic-verb
"hacer, él, presente progresivo",hacer,robić,to do,el,presente_progresivo,está haciendo,,false,,conjugation::basic-verb
"ir, yo, presente progresivo",ir,iść,to go,yo,presente_progresivo,estoy <em>y</em>endo,,true,ir,conjugation::basic-verb
"ir, tú, presente progresivo",ir,iść,to go,tu,presente_progresivo,estás <em>y</em>endo,,true,ir,conjugation::basic-verb
"ir, él, presente progresivo",ir,iść,to go,el,presente_progresivo,está <em>y</em>endo,,true,ir,conjugation::basic-verb
"levantarse, yo, presente progresivo",levantarse,wstać; obudzić się,to get up,yo,presente_progresivo,me estoy levantando,,false,,conjugation::basic-verb
"levantarse, tú, presente progresivo",levantarse,wstać; obudzić się,to get up,tu,presente_progresivo,te estás levantando,,false,,conjugation::basic-verb
"levantarse, él, presente progresivo",levantarse,wstać; obudzić się,to get up,el,presente_progresivo,se está levantando,,false,,conjugation::basic-verb
"llevar, yo, presente progresivo",llevar,nosić,to take,yo,presente_progresivo,estoy llevando,,false,,conjugation::basic-verb
"llevar, tú, presente progresivo",llevar,nosić,to take,tu,presente_progresivo,estás llevando,,false,,conjugation::basic-verb
"llevar, él, presente progresivo",llevar,nosić,to take,el,presente_progresivo,está llevando,,false,,conjugation::basic-verb
"oír, yo, presente progresivo",oír,słyszeć,to hear,yo,presente_progresivo,estoy o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, tú, presente progresivo",oír,słyszeć,to hear,tu,presente_progresivo,estás o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, él, presente progresivo",oír,słyszeć,to hear,el,presente_progresivo,está o<em>y</em>endo,,true,,conjugation::basic-verb
"pedir, yo, presente progresivo",pedir,poprosić,to ask for,yo,presente_progresivo,estoy p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, tú, presente progresivo",pedir,poprosić,to ask for,tu,presente_progresivo,estás p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, él, presente progresivo",pedir,poprosić,to ask for,el,presente_progresivo,está p<em>i</em>diendo,,true,,conjugation::basic-verb
"pensar, yo, presente progresivo",pensar,myśleć,to think,yo,presente_progresivo,estoy pensando,,false,,conjugation::basic-verb
"pensar, tú, presente progresivo",pensar,myśleć,to think,tu,presente_progresivo,estás pensando,,false,,conjugation::basic-verb
"pensar, él, presente progresivo",pensar,myśleć,to think,el,presente_progresivo,está pensando,,false,,conjugation::basic-verb
"poder, yo, presente progresivo",poder,móc,to be able to,yo,presente_progresivo,estoy p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, tú, presente progresivo",poder,móc,to be able to,tu,presente_progresivo,estás p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, él, presente progresivo",poder,móc,to be able to,el,presente_progresivo,está p<em>u</em>diendo,,true,,conjugation::basic-verb
"poner, yo, presente progresivo",poner,kłaść,to put,yo,presente_progresivo,estoy poniendo,,false,poner,conjugation::basic-verb
"poner, tú, presente progresivo",poner,kłaść,to put,tu,presente_progresivo,estás poniendo,,false,poner,conjugation::basic-verb
"poner, él, presente progresivo",poner,kłaść,to put,el,presente_progresivo,está poniendo,,false,poner,conjugation::basic-verb
"querer, yo, presente progresivo",querer,chcieć,to want,yo,presente_progresivo,estoy queriendo,,false,,conjugation::basic-verb
"querer, tú, presente progresivo",querer,chcieć,to want,tu,presente_progresivo,estás queriendo,,false,,conjugation::basic-verb
"querer, él, presente progresivo",querer,chcieć,to want,el,presente_progresivo,está queriendo,,false,,conjugation::basic-verb
"saber, yo, presente progresivo",saber,wiedzieć,to know,yo,presente_progresivo,estoy sabiendo,,false,,conjugation::basic-verb
"saber, tú, presente progresivo",saber,wiedzieć,to know,tu,presente_progresivo,estás sabiendo,,false,,conjugation::basic-verb
"saber, él, presente progresivo",saber,wiedzieć,to know,el,presente_progresivo,está sabiendo,,false,,conjugation::basic-verb
"salir, yo, presente progresivo",salir,wychodzić,to go out,yo,presente_progresivo,estoy saliendo,,false,,conjugation::basic-verb
"salir, tú, presente progresivo",salir,wychodzić,to go out,tu,presente_progresivo,estás saliendo,,false,,conjugation::basic-verb
"salir, él, presente progresivo",salir,wychodzić,to go out,el,presente_progresivo,está saliendo,,false,,conjugation::basic-verb
"seguir, yo, presente progresivo",seguir,kontynuować,to follow,yo,presente_progresivo,estoy s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, tú, presente progresivo",seguir,kontynuować,to follow,tu,presente_progresivo,estás s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, él, presente progresivo",seguir,kontynuować,to follow,el,presente_progresivo,está s<em>i</em>guiendo,,true,,conjugation::basic-verb
"ser, yo, presente progresivo",ser,być,to be,yo,presente_progresivo,estoy siendo,,false,ser,conjugation::basic-verb
"ser, tú, presente progresivo",ser,być,to be,tu,presente_progresivo,estás siendo,,false,ser,conjugation::basic-verb
"ser, él, presente progresivo",ser,być,to be,el,presente_progresivo,está siendo,,false,ser,conjugation::basic-verb
"tener, yo, presente progresivo",tener,mieć,to have,yo,presente_progresivo,estoy teniendo,,false,,conjugation::basic-verb
"tener, tú, presente progresivo",tener,mieć,to have,tu,presente_progresivo,estás teniendo,,false,,conjugation::basic-verb
"tener, él, presente progresivo",tener,mieć,to have,el,presente_progresivo,está teniendo,,false,,conjugation::basic-verb
"venir, yo, presente progresivo",venir,przychodzić,to come,yo,presente_progresivo,estoy v<em>i</em>niendo,,true,,conjugation::basic-verb
"venir, tú, presente progresivo",venir,przychodzić,to come,tu,presente_progresivo,estás v<em>i</em>niendo,,true,,conjugation::basic-verb
"venir, él, presente progresivo",venir,przychodzić,to come,el,presente_progresivo,está v<em>i</em>niendo,,true,,conjugation::basic-verb
"ver, yo, presente progresivo",ver,oglądać,to see,yo,presente_progresivo,estoy viendo,,false,,conjugation::basic-verb
"ver, tú, presente progresivo",ver,oglądać,to see,tu,presente_progresivo,estás viendo,,false,,conjugation::basic-verb
"ver, él, presente progresivo",ver,oglądać,to see,el,presente_progresivo,está viendo,,false,,conjugation::basic-verb
"volver, yo, presente progresivo",volver,wracać,to return,yo,presente_progresivo,estoy volviendo,,false,,conjugation::basic-verb
"volver, tú, presente progresivo",volver,wracać,to return,tu,presente_progresivo,estás volviendo,,false,,conjugation::basic-verb
"volver, él, presente progresivo",volver,wracać,to return,el,presente_progresivo,está volviendo,,false,,conjugation::basic-verb
