#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::pret. indefinido: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"conducir, él, pret. indefinido",conducir,prowadzić,to lead,el,pret_indefinido,condu<em>jo</em>,,true,,conjugation::po-polsku
"confundirse, yo, pret. indefinido",confundirse,pomylić się,to make a mistake,yo,pret_indefinido,me confundí,,false,,conjugation::po-polsku conjugation::basic-verb
"confundirse, tú, pret. indefinido",confundirse,pomylić się,to make a mistake,tu,pret_indefinido,te confundiste,,false,,conjugation::po-polsku conjugation::basic-verb
"confundirse, él, pret. indefinido",confundirse,pomylić się,to make a mistake,el,pret_indefinido,se confundió,,false,,conjugation::po-polsku conjugation::basic-verb
"conocer, yo, pret. indefinido",conocer,znać,to know,yo,pret_indefinido,conocí,znałem,false,,conjugation::po-polsku
"conocer, tú, pret. indefinido",conocer,znać,to know,tu,pret_indefinido,conociste,znałeś,false,,conjugation::po-polsku
"conocer, él, pret. indefinido",conocer,znać,to know,el,pret_indefinido,conoció,znał,false,,conjugation::po-polsku
"conseguir, yo, pret. indefinido",conseguir,zyskać,to get,yo,pret_indefinido,conseguí,zyskałem,false,,conjugation::po-polsku conjugation::basic-verb
"conseguir, tú, pret. indefinido",conseguir,zyskać,to get,tu,pret_indefinido,conseguiste,zyskałeś,false,,conjugation::po-polsku conjugation::basic-verb
"conseguir, él, pret. indefinido",conseguir,zyskać,to get,el,pret_indefinido,cons<em>i</em>guió,zyskał,true,,conjugation::po-polsku conjugation::basic-verb
"construir, yo, pret. indefinido",construir,budować,to build,yo,pret_indefinido,construí,,false,,conjugation::po-polsku
"construir, tú, pret. indefinido",construir,budować,to build,tu,pret_indefinido,construiste,,false,,conjugation::po-polsku
"construir, él, pret. indefinido",construir,budować,to build,el,pret_indefinido,constru<em>y</em>ó,,true,,conjugation::po-polsku
"contar, yo, pret. indefinido",contar,liczyć,to count,yo,pret_indefinido,conté,,false,,conjugation::po-polsku
"contar, tú, pret. indefinido",contar,liczyć,to count,tu,pret_indefinido,contaste,,false,,conjugation::po-polsku
"contar, él, pret. indefinido",contar,liczyć,to count,el,pret_indefinido,contó,,false,,conjugation::po-polsku
"dar, yo, pret. indefinido",dar,dać,to give,yo,pret_indefinido,d<em>i</em>,dałem,true,,conjugation::po-polsku conjugation::basic-verb
"dar, tú, pret. indefinido",dar,dać,to give,tu,pret_indefinido,d<em>i</em>ste,dałeś,true,,conjugation::po-polsku conjugation::basic-verb
"dar, él, pret. indefinido",dar,dać,to give,el,pret_indefinido,d<em>io</em>,dał,true,,conjugation::po-polsku conjugation::basic-verb
"deber, yo, pret. indefinido",deber,musieć,to owe,yo,pret_indefinido,debí,,false,,conjugation::po-polsku
"deber, tú, pret. indefinido",deber,musieć,to owe,tu,pret_indefinido,debiste,,false,,conjugation::po-polsku
"deber, él, pret. indefinido",deber,musieć,to owe,el,pret_indefinido,debió,,false,,conjugation::po-polsku
"decir, yo, pret. indefinido",decir,mówić,to say,yo,pret_indefinido,d<em>ije</em>,mówiłem,true,,conjugation::po-polsku conjugation::basic-verb
"decir, tú, pret. indefinido",decir,mówić,to say,tu,pret_indefinido,d<em>ij</em>iste,mówiłeś,true,,conjugation::po-polsku conjugation::basic-verb
"decir, él, pret. indefinido",decir,mówić,to say,el,pret_indefinido,d<em>ijo</em>,mówił,true,,conjugation::po-polsku conjugation::basic-verb
"dejar, yo, pret. indefinido",dejar,pozostawić,to leave,yo,pret_indefinido,dejé,,false,,conjugation::po-polsku conjugation::basic-verb
"dejar, tú, pret. indefinido",dejar,pozostawić,to leave,tu,pret_indefinido,dejaste,,false,,conjugation::po-polsku conjugation::basic-verb
"dejar, él, pret. indefinido",dejar,pozostawić,to leave,el,pret_indefinido,dejó,,false,,conjugation::po-polsku conjugation::basic-verb
"desayunar, yo, pret. indefinido",desayunar,jeść śniadanie,to have breakfast,yo,pret_indefinido,desayuné,,false,,conjugation::po-polsku
"desayunar, tú, pret. indefinido",desayunar,jeść śniadanie,to have breakfast,tu,pret_indefinido,desayunaste,,false,,conjugation::po-polsku
"desayunar, él, pret. indefinido",desayunar,jeść śniadanie,to have breakfast,el,pret_indefinido,desayunó,,false,,conjugation::po-polsku
"descubrir, yo, pret. indefinido",descubrir,odkryć,to discover,yo,pret_indefinido,descubrí,odkryłem,false,,conjugation::po-polsku
"descubrir, tú, pret. indefinido",descubrir,odkryć,to discover,tu,pret_indefinido,descubriste,odkryłeś,false,,conjugation::po-polsku
"descubrir, él, pret. indefinido",descubrir,odkryć,to discover,el,pret_indefinido,descubrió,odkrył,false,,conjugation::po-polsku
"despertarse, yo, pret. indefinido",despertarse,budzić się,to wake up,yo,pret_indefinido,me desperté,budziłem się,false,,conjugation::po-polsku conjugation::basic-verb
"despertarse, tú, pret. indefinido",despertarse,budzić się,to wake up,tu,pret_indefinido,te despertaste,budziłeś się,false,,conjugation::po-polsku conjugation::basic-verb
"despertarse, él, pret. indefinido",despertarse,budzić się,to wake up,el,pret_indefinido,se despertó,budził się,false,,conjugation::po-polsku conjugation::basic-verb
"doler, yo, pret. indefinido",doler,boleć,to hurt,yo,pret_indefinido,dolí,,false,,conjugation::po-polsku
"doler, tú, pret. indefinido",doler,boleć,to hurt,tu,pret_indefinido,doliste,,false,,conjugation::po-polsku
"doler, él, pret. indefinido",doler,boleć,to hurt,el,pret_indefinido,dolió,,false,,conjugation::po-polsku
"dormir, yo, pret. indefinido",dormir,spać,to sleep,yo,pret_indefinido,dormí,spałem,false,,conjugation::po-polsku conjugation::basic-verb
"dormir, tú, pret. indefinido",dormir,spać,to sleep,tu,pret_indefinido,dormiste,spałeś,false,,conjugation::po-polsku conjugation::basic-verb
"dormir, él, pret. indefinido",dormir,spać,to sleep,el,pret_indefinido,d<em>u</em>rmió,spał,true,,conjugation::po-polsku conjugation::basic-verb
"empezar, yo, pret. indefinido",empezar,zaczynać,to start,yo,pret_indefinido,empe<em>c</em>é,zaczynałem,true,,conjugation::po-polsku conjugation::basic-verb
"empezar, tú, pret. indefinido",empezar,zaczynać,to start,tu,pret_indefinido,empezaste,zaczynałeś,false,,conjugation::po-polsku conjugation::basic-verb
"empezar, él, pret. indefinido",empezar,zaczynać,to start,el,pret_indefinido,empezó,zaczynał,false,,conjugation::po-polsku conjugation::basic-verb
"entender, yo, pret. indefinido",entender,rozumieć,to understand,yo,pret_indefinido,entendí,,false,,conjugation::po-polsku conjugation::basic-verb
"entender, tú, pret. indefinido",entender,rozumieć,to understand,tu,pret_indefinido,entendiste,,false,,conjugation::po-polsku conjugation::basic-verb
"entender, él, pret. indefinido",entender,rozumieć,to understand,el,pret_indefinido,entendió,,false,,conjugation::po-polsku conjugation::basic-verb
"equivocarse, yo, pret. indefinido",equivocarse,pomylić się,to make a mistake,yo,pret_indefinido,me equivo<em>qu</em>é,,true,,conjugation::po-polsku
"equivocarse, tú, pret. indefinido",equivocarse,pomylić się,to make a mistake,tu,pret_indefinido,te equivocaste,,false,,conjugation::po-polsku
"equivocarse, él, pret. indefinido",equivocarse,pomylić się,to make a mistake,el,pret_indefinido,se equivocó,,false,,conjugation::po-polsku
"escribir, yo, pret. indefinido",escribir,pisać,to write,yo,pret_indefinido,escribí,pisałem,false,,conjugation::po-polsku
"escribir, tú, pret. indefinido",escribir,pisać,to write,tu,pret_indefinido,escribiste,pisałeś,false,,conjugation::po-polsku
"escribir, él, pret. indefinido",escribir,pisać,to write,el,pret_indefinido,escribió,pisał,false,,conjugation::po-polsku
"esperar, yo, pret. indefinido",esperar,czekać,to wait for,yo,pret_indefinido,esperé,czekałem,false,,conjugation::po-polsku
"esperar, tú, pret. indefinido",esperar,czekać,to wait for,tu,pret_indefinido,esperaste,czekałeś,false,,conjugation::po-polsku
"esperar, él, pret. indefinido",esperar,czekać,to wait for,el,pret_indefinido,esperó,czekał,false,,conjugation::po-polsku
"estar, yo, pret. indefinido",estar,być,to be,yo,pret_indefinido,est<em>uve</em>,byłem,true,estar,conjugation::po-polsku conjugation::basic-verb
"estar, tú, pret. indefinido",estar,być,to be,tu,pret_indefinido,est<em>uvi</em>ste,byłeś,true,estar,conjugation::po-polsku conjugation::basic-verb
"estar, él, pret. indefinido",estar,być,to be,el,pret_indefinido,est<em>uvo</em>,był,true,estar,conjugation::po-polsku conjugation::basic-verb
"fregar, yo, pret. indefinido",fregar,szorować,to wash,yo,pret_indefinido,freg<em>u</em>é,,true,,conjugation::po-polsku
"fregar, tú, pret. indefinido",fregar,szorować,to wash,tu,pret_indefinido,fregaste,,false,,conjugation::po-polsku
"fregar, él, pret. indefinido",fregar,szorować,to wash,el,pret_indefinido,fregó,,false,,conjugation::po-polsku
"freír, yo, pret. indefinido",freír,smażyć,to fry,yo,pret_indefinido,freí,,false,,conjugation::po-polsku
"freír, tú, pret. indefinido",freír,smażyć,to fry,tu,pret_indefinido,fre<em>í</em>ste,,true,,conjugation::po-polsku
"freír, él, pret. indefinido",freír,smażyć,to fry,el,pret_indefinido,fr<em>io</em>,,true,,conjugation::po-polsku
"haber, yo, pret. indefinido",haber,egzystować,to have,yo,pret_indefinido,h<em>ube</em>,,true,,conjugation::po-polsku conjugation::basic-verb
"haber, tú, pret. indefinido",haber,egzystować,to have,tu,pret_indefinido,h<em>u</em>biste,,true,,conjugation::po-polsku conjugation::basic-verb
"haber, él, pret. indefinido",haber,egzystować,to have,el,pret_indefinido,h<em>ubo</em>,,true,,conjugation::po-polsku conjugation::basic-verb
"hacer, yo, pret. indefinido",hacer,robić,to do,yo,pret_indefinido,h<em>ice</em>,,true,,conjugation::po-polsku conjugation::basic-verb
"hacer, tú, pret. indefinido",hacer,robić,to do,tu,pret_indefinido,h<em>i</em>ciste,,true,,conjugation::po-polsku conjugation::basic-verb
"hacer, él, pret. indefinido",hacer,robić,to do,el,pret_indefinido,h<em>izo</em>,,true,,conjugation::po-polsku conjugation::basic-verb
"hervir, yo, pret. indefinido",hervir,gotować,to boil,yo,pret_indefinido,herví,,false,,conjugation::po-polsku
"hervir, tú, pret. indefinido",hervir,gotować,to boil,tu,pret_indefinido,herviste,,false,,conjugation::po-polsku
"hervir, él, pret. indefinido",hervir,gotować,to boil,el,pret_indefinido,h<em>i</em>rvió,,true,,conjugation::po-polsku
"huir, yo, pret. indefinido",huir,uciekać,to escape,yo,pret_indefinido,hu<em>i</em>,,true,,conjugation::po-polsku
"huir, tú, pret. indefinido",huir,uciekać,to escape,tu,pret_indefinido,huiste,,false,,conjugation::po-polsku
"huir, él, pret. indefinido",huir,uciekać,to escape,el,pret_indefinido,hu<em>y</em>ó,,true,,conjugation::po-polsku
"influir, yo, pret. indefinido",influir,wpływać,to influence,yo,pret_indefinido,influí,,false,,conjugation::po-polsku
"influir, tú, pret. indefinido",influir,wpływać,to influence,tu,pret_indefinido,influiste,,false,,conjugation::po-polsku
"influir, él, pret. indefinido",influir,wpływać,to influence,el,pret_indefinido,influ<em>y</em>ó,,true,,conjugation::po-polsku
"ir, yo, pret. indefinido",ir,iść,to go,yo,pret_indefinido,<em>fui</em>,szedłem,true,ir,conjugation::po-polsku conjugation::basic-verb
"ir, tú, pret. indefinido",ir,iść,to go,tu,pret_indefinido,<em>fuiste</em>,szedłeś,true,ir,conjugation::po-polsku conjugation::basic-verb
"ir, él, pret. indefinido",ir,iść,to go,el,pret_indefinido,<em>fue</em>,szedł,true,ir,conjugation::po-polsku conjugation::basic-verb
"lavarse, yo, pret. indefinido",lavarse,myć się,to wash,yo,pret_indefinido,me lavé,myłem się,false,,conjugation::po-polsku
"lavarse, tú, pret. indefinido",lavarse,myć się,to wash,tu,pret_indefinido,te lavaste,myłeś się,false,,conjugation::po-polsku
"lavarse, él, pret. indefinido",lavarse,myć się,to wash,el,pret_indefinido,se lavó,mył się,false,,conjugation::po-polsku
"levantarse, yo, pret. indefinido",levantarse,wstać; obudzić się,to get up,yo,pret_indefinido,me levanté,wstałem,false,,conjugation::po-polsku conjugation::basic-verb
"levantarse, tú, pret. indefinido",levantarse,wstać; obudzić się,to get up,tu,pret_indefinido,te levantaste,wstałeś,false,,conjugation::po-polsku conjugation::basic-verb
"levantarse, él, pret. indefinido",levantarse,wstać; obudzić się,to get up,el,pret_indefinido,se levantó,wstał,false,,conjugation::po-polsku conjugation::basic-verb
"limpiar, yo, pret. indefinido",limpiar,czyścić,to clean,yo,pret_indefinido,limpié,czyściłem,false,,conjugation::po-polsku
"limpiar, tú, pret. indefinido",limpiar,czyścić,to clean,tu,pret_indefinido,limpiaste,czyściłeś,false,,conjugation::po-polsku
"limpiar, él, pret. indefinido",limpiar,czyścić,to clean,el,pret_indefinido,limpió,czyścił,false,,conjugation::po-polsku
"llamarse, yo, pret. indefinido",llamarse,nazywać się,to be called,yo,pret_indefinido,me llamé,nazywałem się,false,,conjugation::po-polsku
"llamarse, tú, pret. indefinido",llamarse,nazywać się,to be called,tu,pret_indefinido,te llamaste,nazywałeś się,false,,conjugation::po-polsku
"llamarse, él, pret. indefinido",llamarse,nazywać się,to be called,el,pret_indefinido,se llamó,nazywał się,false,,conjugation::po-polsku
"llevar, yo, pret. indefinido",llevar,nosić,to take,yo,pret_indefinido,llevé,,false,,conjugation::po-polsku conjugation::basic-verb
"llevar, tú, pret. indefinido",llevar,nosić,to take,tu,pret_indefinido,llevaste,,false,,conjugation::po-polsku conjugation::basic-verb
"llevar, él, pret. indefinido",llevar,nosić,to take,el,pret_indefinido,llevó,,false,,conjugation::po-polsku conjugation::basic-verb
"llevarse, yo, pret. indefinido",llevarse,dogadywać się,to take,yo,pret_indefinido,me llevé,,false,,conjugation::po-polsku
"llevarse, tú, pret. indefinido",llevarse,dogadywać się,to take,tu,pret_indefinido,te llevaste,,false,,conjugation::po-polsku
"llevarse, él, pret. indefinido",llevarse,dogadywać się,to take,el,pret_indefinido,se llevó,,false,,conjugation::po-polsku
"llover, yo, pret. indefinido",llover,padać,to rain,yo,pret_indefinido,lloví,,false,,conjugation::po-polsku
"llover, tú, pret. indefinido",llover,padać,to rain,tu,pret_indefinido,lloviste,,false,,conjugation::po-polsku
"llover, él, pret. indefinido",llover,padać,to rain,el,pret_indefinido,llovió,,false,,conjugation::po-polsku
"medir, yo, pret. indefinido",medir,mierzyć,to measure,yo,pret_indefinido,medí,,false,,conjugation::po-polsku
"medir, tú, pret. indefinido",medir,mierzyć,to measure,tu,pret_indefinido,mediste,,false,,conjugation::po-polsku
"medir, él, pret. indefinido",medir,mierzyć,to measure,el,pret_indefinido,m<em>i</em>dió,,true,,conjugation::po-polsku
"morir, yo, pret. indefinido",morir,umrzeć,to die,yo,pret_indefinido,morí,,false,,conjugation::po-polsku
"morir, tú, pret. indefinido",morir,umrzeć,to die,tu,pret_indefinido,moriste,,false,,conjugation::po-polsku
"morir, él, pret. indefinido",morir,umrzeć,to die,el,pret_indefinido,m<em>u</em>rió,,true,,conjugation::po-polsku
"mostrar, yo, pret. indefinido",mostrar,pokazywać,to show,yo,pret_indefinido,mostré,,false,,conjugation::po-polsku
"mostrar, tú, pret. indefinido",mostrar,pokazywać,to show,tu,pret_indefinido,mostraste,,false,,conjugation::po-polsku
"mostrar, él, pret. indefinido",mostrar,pokazywać,to show,el,pret_indefinido,mostró,,false,,conjugation::po-polsku
"mover, yo, pret. indefinido",mover,przenosić,to move,yo,pret_indefinido,moví,,false,,conjugation::po-polsku
"mover, tú, pret. indefinido",mover,przenosić,to move,tu,pret_indefinido,moviste,,false,,conjugation::po-polsku
"mover, él, pret. indefinido",mover,przenosić,to move,el,pret_indefinido,movió,,false,,conjugation::po-polsku
"nacer, yo, pret. indefinido",nacer,urodzić się,to be born,yo,pret_indefinido,nací,rodziłem,false,,conjugation::po-polsku
"nacer, tú, pret. indefinido",nacer,urodzić się,to be born,tu,pret_indefinido,naciste,rodziłeś,false,,conjugation::po-polsku
"nacer, él, pret. indefinido",nacer,urodzić się,to be born,el,pret_indefinido,nació,rodził,false,,conjugation::po-polsku
"obtener, yo, pret. indefinido",obtener,uzyskać,to get,yo,pret_indefinido,obt<em>uve</em>,,true,,conjugation::po-polsku
"obtener, tú, pret. indefinido",obtener,uzyskać,to get,tu,pret_indefinido,obt<em>uv</em>iste,,true,,conjugation::po-polsku
"obtener, él, pret. indefinido",obtener,uzyskać,to get,el,pret_indefinido,obt<em>uvo</em>,,true,,conjugation::po-polsku
"oír, yo, pret. indefinido",oír,słyszeć,to hear,yo,pret_indefinido,oí,,false,,conjugation::po-polsku conjugation::basic-verb
"oír, tú, pret. indefinido",oír,słyszeć,to hear,tu,pret_indefinido,o<em>í</em>ste,,true,,conjugation::po-polsku conjugation::basic-verb
"oír, él, pret. indefinido",oír,słyszeć,to hear,el,pret_indefinido,o<em>y</em>ó,,true,,conjugation::po-polsku conjugation::basic-verb
"oler, yo, pret. indefinido",oler,wąchać,to smell,yo,pret_indefinido,olí,,false,,conjugation::po-polsku
"oler, tú, pret. indefinido",oler,wąchać,to smell,tu,pret_indefinido,oliste,,false,,conjugation::po-polsku
"oler, él, pret. indefinido",oler,wąchać,to smell,el,pret_indefinido,olió,,false,,conjugation::po-polsku
"parecer, yo, pret. indefinido",parecer,przypominać,to seem,yo,pret_indefinido,parecí,,false,,conjugation::po-polsku
"parecer, tú, pret. indefinido",parecer,przypominać,to seem,tu,pret_indefinido,pareciste,,false,,conjugation::po-polsku
"parecer, él, pret. indefinido",parecer,przypominać,to seem,el,pret_indefinido,pareció,,false,,conjugation::po-polsku
"pedir, yo, pret. indefinido",pedir,poprosić,to ask for,yo,pret_indefinido,pedí,,false,,conjugation::po-polsku conjugation::basic-verb
"pedir, tú, pret. indefinido",pedir,poprosić,to ask for,tu,pret_indefinido,pediste,,false,,conjugation::po-polsku conjugation::basic-verb
"pedir, él, pret. indefinido",pedir,poprosić,to ask for,el,pret_indefinido,p<em>i</em>dió,,true,,conjugation::po-polsku conjugation::basic-verb
"pensar, yo, pret. indefinido",pensar,myśleć,to think,yo,pret_indefinido,pensé,myśllałem,false,,conjugation::po-polsku conjugation::basic-verb
"pensar, tú, pret. indefinido",pensar,myśleć,to think,tu,pret_indefinido,pensaste,myśllałeś,false,,conjugation::po-polsku conjugation::basic-verb
"pensar, él, pret. indefinido",pensar,myśleć,to think,el,pret_indefinido,pensó,myśllał,false,,conjugation::po-polsku conjugation::basic-verb
"poder, yo, pret. indefinido",poder,móc,to be able to,yo,pret_indefinido,p<em>ude</em>,mógłem,true,,conjugation::po-polsku conjugation::basic-verb
"poder, tú, pret. indefinido",poder,móc,to be able to,tu,pret_indefinido,p<em>u</em>diste,mógłeś,true,,conjugation::po-polsku conjugation::basic-verb
"poder, él, pret. indefinido",poder,móc,to be able to,el,pret_indefinido,p<em>udo</em>,mógł,true,,conjugation::po-polsku conjugation::basic-verb
"poner, yo, pret. indefinido",poner,kłaść,to put,yo,pret_indefinido,p<em>use</em>,,true,poner,conjugation::po-polsku conjugation::basic-verb
"poner, tú, pret. indefinido",poner,kłaść,to put,tu,pret_indefinido,p<em>us</em>iste,,true,poner,conjugation::po-polsku conjugation::basic-verb
"poner, él, pret. indefinido",poner,kłaść,to put,el,pret_indefinido,p<em>uso</em>,,true,poner,conjugation::po-polsku conjugation::basic-verb
"preferir, yo, pret. indefinido",preferir,preferować,to prefer,yo,pret_indefinido,preferí,preferowałem,false,,conjugation::po-polsku
"preferir, tú, pret. indefinido",preferir,preferować,to prefer,tu,pret_indefinido,preferiste,preferowałeś,false,,conjugation::po-polsku
"preferir, él, pret. indefinido",preferir,preferować,to prefer,el,pret_indefinido,pref<em>i</em>rió,preferował,true,,conjugation::po-polsku
"preparar, yo, pret. indefinido",preparar,przygotować,to prepare,yo,pret_indefinido,preparé,przygotowałem,false,,conjugation::po-polsku
"preparar, tú, pret. indefinido",preparar,przygotować,to prepare,tu,pret_indefinido,preparaste,przygotowałeś,false,,conjugation::po-polsku
"preparar, él, pret. indefinido",preparar,przygotować,to prepare,el,pret_indefinido,preparó,przygotował,false,,conjugation::po-polsku
"prohibir, yo, pret. indefinido",prohibir,zabronić,to prohibit,yo,pret_indefinido,prohibí,,false,,conjugation::po-polsku
"prohibir, tú, pret. indefinido",prohibir,zabronić,to prohibit,tu,pret_indefinido,prohibiste,,false,,conjugation::po-polsku
"prohibir, él, pret. indefinido",prohibir,zabronić,to prohibit,el,pret_indefinido,prohibió,,false,,conjugation::po-polsku
"querer, yo, pret. indefinido",querer,chcieć,to want,yo,pret_indefinido,qu<em>ise</em>,chciałem,true,,conjugation::po-polsku conjugation::basic-verb
"querer, tú, pret. indefinido",querer,chcieć,to want,tu,pret_indefinido,qu<em>is</em>iste,chciałeś,true,,conjugation::po-polsku conjugation::basic-verb
"querer, él, pret. indefinido",querer,chcieć,to want,el,pret_indefinido,qu<em>iso</em>,chciał,true,,conjugation::po-polsku conjugation::basic-verb
"repetir, yo, pret. indefinido",repetir,powtarzać,to do again,yo,pret_indefinido,repetí,powtarzałem,false,,conjugation::po-polsku
"repetir, tú, pret. indefinido",repetir,powtarzać,to do again,tu,pret_indefinido,repetiste,powtarzałeś,false,,conjugation::po-polsku
"repetir, él, pret. indefinido",repetir,powtarzać,to do again,el,pret_indefinido,rep<em>i</em>tió,powtarzał,true,,conjugation::po-polsku
"romperse, yo, pret. indefinido",romperse,złamać,to break,yo,pret_indefinido,me rompí,,false,,conjugation::po-polsku
"romperse, tú, pret. indefinido",romperse,złamać,to break,tu,pret_indefinido,te rompiste,,false,,conjugation::po-polsku
"romperse, él, pret. indefinido",romperse,złamać,to break,el,pret_indefinido,se rompió,,false,,conjugation::po-polsku
"romper, yo, pret. indefinido",romper,łamać,to break,yo,pret_indefinido,rompí,,false,,conjugation::po-polsku
"romper, tú, pret. indefinido",romper,łamać,to break,tu,pret_indefinido,rompiste,,false,,conjugation::po-polsku
