#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::Basic verbs::pret. perfecto: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"dormir, tú, pret. perfecto",dormir,spać,to sleep,tu,pret_perfecto,has dormido,,false,,conjugation::basic-verb
"dormir, él, pret. perfecto",dormir,spać,to sleep,el,pret_perfecto,ha dormido,,false,,conjugation::basic-verb
"empezar, yo, pret. perfecto",empezar,zaczynać,to start,yo,pret_perfecto,he empezado,,false,,conjugation::basic-verb
"empezar, tú, pret. perfecto",empezar,zaczynać,to start,tu,pret_perfecto,has empezado,,false,,conjugation::basic-verb
"empezar, él, pret. perfecto",empezar,zaczynać,to start,el,pret_perfecto,ha empezado,,false,,conjugation::basic-verb
"encontrar, yo, pret. perfecto",encontrar,znaleźć,to find,yo,pret_perfecto,he encontrado,,false,,conjugation::basic-verb
"encontrar, tú, pret. perfecto",encontrar,znaleźć,to find,tu,pret_perfecto,has encontrado,,false,,conjugation::basic-verb
"encontrar, él, pret. perfecto",encontrar,znaleźć,to find,el,pret_perfecto,ha encontrado,,false,,conjugation::basic-verb
"entender, yo, pret. perfecto",entender,rozumieć,to understand,yo,pret_perfecto,he entendido,,false,,conjugation::basic-verb
"entender, tú, pret. perfecto",entender,rozumieć,to understand,tu,pret_perfecto,has entendido,,false,,conjugation::basic-verb
"entender, él, pret. perfecto",entender,rozumieć,to understand,el,pret_perfecto,ha entendido,,false,,conjugation::basic-verb
"escuchar, yo, pret. perfecto",escuchar,słuchać,to listen to,yo,pret_perfecto,he escuchado,,false,,conjugation::basic-verb
"escuchar, tú, pret. perfecto",escuchar,słuchać,to listen to,tu,pret_perfecto,has escuchado,,false,,conjugation::basic-verb
"escuchar, él, pret. perfecto",escuchar,słuchać,to listen to,el,pret_perfecto,ha escuchado,,false,,conjugation::basic-verb
"estar, yo, pret. perfecto",estar,być,to be,yo,pret_perfecto,he estado,,false,estar,conjugation::basic-verb
"estar, tú, pret. perfecto",estar,być,to be,tu,pret_perfecto,has estado,,false,estar,conjugation::basic-verb
"estar, él, pret. perfecto",estar,być,to be,el,pret_perfecto,ha estado,,false,estar,conjugation::basic-verb
"haber, yo, pret. perfecto",haber,egzystować,to have,yo,pret_perfecto,he habido,,false,,conjugation::basic-verb
"haber, tú, pret. perfecto",haber,egzystować,to have,tu,pret_perfecto,has habido,,false,,conjugation::basic-verb
"haber, él, pret. perfecto",haber,egzystować,to have,el,pret_perfecto,ha habido,,false,,conjugation::basic-verb
"hablar, yo, pret. perfecto",hablar,mówić,to speak,yo,pret_perfecto,he hablado,,false,hablar,conjugation::basic-verb
"hablar, tú, pret. perfecto",hablar,mówić,to speak,tu,pret_perfecto,has hablado,,false,hablar,conjugation::basic-verb
"hablar, él, pret. perfecto",hablar,mówić,to speak,el,pret_perfecto,ha hablado,,false,hablar,conjugation::basic-verb
"hacer, yo, pret. perfecto",hacer,robić,to do,yo,pret_perfecto,he h<em>ech</em>o,,true,,conjugation::basic-verb
"hacer, tú, pret. perfecto",hacer,robić,to do,tu,pret_perfecto,has h<em>ech</em>o,,true,,conjugation::basic-verb
"hacer, él, pret. perfecto",hacer,robić,to do,el,pret_perfecto,ha h<em>ech</em>o,,true,,conjugation::basic-verb
"ir, yo, pret. perfecto",ir,iść,to go,yo,pret_perfecto,he ido,,false,ir,conjugation::basic-verb
"ir, tú, pret. perfecto",ir,iść,to go,tu,pret_perfecto,has ido,,false,ir,conjugation::basic-verb
"ir, él, pret. perfecto",ir,iść,to go,el,pret_perfecto,ha ido,,false,ir,conjugation::basic-verb
"lavar, yo, pret. perfecto",lavar,myć,to wash,yo,pret_perfecto,he lavado,,false,,conjugation::basic-verb
"lavar, tú, pret. perfecto",lavar,myć,to wash,tu,pret_perfecto,has lavado,,false,,conjugation::basic-verb
"lavar, él, pret. perfecto",lavar,myć,to wash,el,pret_perfecto,ha lavado,,false,,conjugation::basic-verb
"levantarse, yo, pret. perfecto",levantarse,wstać; obudzić się,to get up,yo,pret_perfecto,me he levantado,,false,,conjugation::basic-verb
"levantarse, tú, pret. perfecto",levantarse,wstać; obudzić się,to get up,tu,pret_perfecto,te has levantado,,false,,conjugation::basic-verb
"levantarse, él, pret. perfecto",levantarse,wstać; obudzić się,to get up,el,pret_perfecto,se ha levantado,,false,,conjugation::basic-verb
"llevar, yo, pret. perfecto",llevar,nosić,to take,yo,pret_perfecto,he llevado,,false,,conjugation::basic-verb
"llevar, tú, pret. perfecto",llevar,nosić,to take,tu,pret_perfecto,has llevado,,false,,conjugation::basic-verb
"llevar, él, pret. perfecto",llevar,nosić,to take,el,pret_perfecto,ha llevado,,false,,conjugation::basic-verb
"mirar, yo, pret. perfecto",mirar,spojrzeć,to look at,yo,pret_perfecto,he mirado,,false,,conjugation::basic-verb
"mirar, tú, pret. perfecto",mirar,spojrzeć,to look at,tu,pret_perfecto,has mirado,,false,,conjugation::basic-verb
"mirar, él, pret. perfecto",mirar,spojrzeć,to look at,el,pret_perfecto,ha mirado,,false,,conjugation::basic-verb
"oír, yo, pret. perfecto",oír,słyszeć,to hear,yo,pret_perfecto,he o<em>í</em>do,,true,,conjugation::basic-verb
"oír, tú, pret. perfecto",oír,słyszeć,to hear,tu,pret_perfecto,has o<em>í</em>do,,true,,conjugation::basic-verb
"oír, él, pret. perfecto",oír,słyszeć,to hear,el,pret_perfecto,ha o<em>í</em>do,,true,,conjugation::basic-verb
"pagar, yo, pret. perfecto",pagar,płacić,to pay,yo,pret_perfecto,he pagado,,false,,conjugation::basic-verb
"pagar, tú, pret. perfecto",pagar,płacić,to pay,tu,pret_perfecto,has pagado,,false,,conjugation::basic-verb
"pagar, él, pret. perfecto",pagar,płacić,to pay,el,pret_perfecto,ha pagado,,false,,conjugation::basic-verb
"pedir, yo, pret. perfecto",pedir,poprosić,to ask for,yo,pret_perfecto,he pedido,,false,,conjugation::basic-verb
"pedir, tú, pret. perfecto",pedir,poprosić,to ask for,tu,pret_perfecto,has pedido,,false,,conjugation::basic-verb
"pedir, él, pret. perfecto",pedir,poprosić,to ask for,el,pret_perfecto,ha pedido,,false,,conjugation::basic-verb
"pensar, yo, pret. perfecto",pensar,myśleć,to think,yo,pret_perfecto,he pensado,,false,,conjugation::basic-verb
"pensar, tú, pret. perfecto",pensar,myśleć,to think,tu,pret_perfecto,has pensado,,false,,conjugation::basic-verb
"pensar, él, pret. perfecto",pensar,myśleć,to think,el,pret_perfecto,ha pensado,,false,,conjugation::basic-verb
"poder, yo, pret. perfecto",poder,móc,to be able to,yo,pret_perfecto,he podido,,false,,conjugation::basic-verb
"poder, tú, pret. perfecto",poder,móc,to be able to,tu,pret_perfecto,has podido,,false,,conjugation::basic-verb
"poder, él, pret. perfecto",poder,móc,to be able to,el,pret_perfecto,ha podido,,false,,conjugation::basic-verb
"poner, yo, pret. perfecto",poner,kłaść,to put,yo,pret_perfecto,he p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, tú, pret. perfecto",poner,kłaść,to put,tu,pret_perfecto,has p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, él, pret. perfecto",poner,kłaść,to put,el,pret_perfecto,ha p<em>uest</em>o,,true,poner,conjugation::basic-verb
"prestar, yo, pret. perfecto",prestar,pożyczyć,to lend,yo,pret_perfecto,he prestado,,false,,conjugation::basic-verb
"prestar, tú, pret. perfecto",prestar,pożyczyć,to lend,tu,pret_perfecto,has prestado,,false,,conjugation::basic-verb
"prestar, él, pret. perfecto",prestar,pożyczyć,to lend,el,pret_perfecto,ha prestado,,false,,conjugation::basic-verb
"querer, yo, pret. perfecto",querer,chcieć,to want,yo,pret_perfecto,he querido,,false,,conjugation::basic-verb
"querer, tú, pret. perfecto",querer,chcieć,to want,tu,pret_perfecto,has querido,,false,,conjugation::basic-verb
"querer, él, pret. perfecto",querer,chcieć,to want,el,pret_perfecto,ha querido,,false,,conjugation::basic-verb
"saber, yo, pret. perfecto",saber,wiedzieć,to know,yo,pret_perfecto,he sabido,,false,,conjugation::basic-verb
"saber, tú, pret. perfecto",saber,wiedzieć,to know,tu,pret_perfecto,has sabido,,false,,conjugation::basic-verb
"saber, él, pret. perfecto",saber,wiedzieć,to know,el,pret_perfecto,ha sabido,,false,,conjugation::basic-verb
"salir, yo, pret. perfecto",salir,wychodzić,to go out,yo,pret_perfecto,he salido,,false,,conjugation::basic-verb
"salir, tú, pret. perfecto",salir,wychodzić,to go out,tu,pret_perfecto,has salido,,false,,conjugation::basic-verb
"salir, él, pret. perfecto",salir,wychodzić,to go out,el,pret_perfecto,ha salido,,false,,conjugation::basic-verb
"seguir, yo, pret. perfecto",seguir,kontynuować,to follow,yo,pret_perfecto,he seguido,,false,,conjugation::basic-verb
"seguir, tú, pret. perfecto",seguir,kontynuować,to follow,tu,pret_perfecto,has seguido,,false,,conjugation::basic-verb
"seguir, él, pret. perfecto",seguir,kontynuować,to follow,el,pret_perfecto,ha seguido,,false,,conjugation::basic-verb
"ser, yo, pret. perfecto",ser,być,to be,yo,pret_perfecto,he sido,,false,ser,conjugation::basic-verb
"ser, tú, pret. perfecto",ser,być,to be,tu,pret_perfecto,has sido,,false,ser,conjugation::basic-verb
"ser, él, pret. perfecto",ser,być,to be,el,pret_perfecto,ha sido,,false,ser,conjugation::basic-verb
"tener, yo, pret. perfecto",tener,mieć,to have,yo,pret_perfecto,he tenido,,false,,conjugation::basic-verb
"tener, tú, pret. perfecto",tener,mieć,to have,tu,pret_perfecto,has tenido,,false,,conjugation::basic-verb
"tener, él, pret. perfecto",tener,mieć,to have,el,pret_perfecto,ha tenido,,false,,conjugation::basic-verb
"trabajar, yo, pret. perfecto",trabajar,pracować,to work,yo,pret_perfecto,he trabajado,,false,,conjugation::basic-verb
"trabajar, tú, pret. perfecto",trabajar,pracować,to work,tu,pret_perfecto,has trabajado,,false,,conjugation::basic-verb
"trabajar, él, pret. perfecto",trabajar,pracować,to work,el,pret_perfecto,ha trabajado,,false,,conjugation::basic-verb
"vender, yo, pret. perfecto",vender,sprzedawać,to sell,yo,pret_perfecto,he vendido,,false,,conjugation::basic-verb
"vender, tú, pret. perfecto",vender,sprzedawać,to sell,tu,pret_perfecto,has vendido,,false,,conjugation::basic-verb
"vender, él, pret. perfecto",vender,sprzedawać,to sell,el,pret_perfecto,ha vendido,,false,,conjugation::basic-verb
"venir, yo, pret. perfecto",venir,przychodzić,to come,yo,pret_perfecto,he venido,,false,,conjugation::basic-verb
"venir, tú, pret. perfecto",venir,przychodzić,to come,tu,pret_perfecto,has venido,,false,,conjugation::basic-verb
"venir, él, pret. perfecto",venir,przychodzić,to come,el,pret_perfecto,ha venido,,false,,conjugation::basic-verb
"ver, yo, pret. perfecto",ver,oglądać,to see,yo,pret_perfecto,he vi<em>st</em>o,,true,,conjugation::basic-verb
"ver, tú, pret. perfecto",ver,oglądać,to see,tu,pret_perfecto,has vi<em>st</em>o,,true,,conjugation::basic-verb
"ver, él, pret. perfecto",ver,oglądać,to see,el,pret_perfecto,ha vi<em>st</em>o,,true,,conjugation::basic-verb
"vivir, yo, pret. perfecto",vivir,żyć,to live,yo,pret_perfecto,he vivido,,false,,conjugation::basic-verb
"vivir, tú, pret. perfecto",vivir,żyć,to live,tu,pret_perfecto,has vivido,,false,,conjugation::basic-verb
"vivir, él, pret. perfecto",vivir,żyć,to live,el,pret_perfecto,ha vivido,,false,,conjugation::basic-verb
"volver, yo, pret. perfecto",volver,wracać,to return,yo,pret_perfecto,he v<em>uelt</em>o,,true,,conjugation::basic-verb
"volver, tú, pret. perfecto",volver,wracać,to return,tu,pret_perfecto,has v<em>uelt</em>o,,true,,conjugation::basic-verb
"volver, él, pret. perfecto",volver,wracać,to return,el,pret_perfecto,ha v<em>uelt</em>o,,true,,conjugation::basic-verb
