#separator:,
#html:true
#if matches:update current
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::all
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"abrir, ns, pretérito imperfecto",abrir,otwierać,to open,ns,pret_imperfecto,abríamos,,false,,
"abrir, vs, pretérito imperfecto",abrir,otwierać,to open,vs,pret_imperfecto,abríais,,false,,
"abrir, ellos, pretérito imperfecto",abrir,otwierać,to open,ellos,pret_imperfecto,abrían,,false,,
"abrir, tú, imperativo",abrir,otwierać,to open,tu,imperativo,abre,,false,,
"abrir, usted, imperativo",abrir,otwierać,to open,ud,imperativo,abra,,false,,
"abrir, ns, imperativo",abrir,otwierać,to open,ns,imperativo,abramos,,false,,
"abrir, vs, imperativo",abrir,otwierać,to open,vs,imperativo,abrid,,false,,
"abrir, ustedes, imperativo",abrir,otwierać,to open,uds,imperativo,abran,,false,,
"abrir, yo, futuro",abrir,otwierać,to open,yo,futuro_simple,abriré,,false,,
"abrir, tú, futuro",abrir,otwierać,to open,tu,futuro_simple,abrirás,,false,,
"abrir, él, futuro",abrir,otwierać,to open,el,futuro_simple,abrirá,,false,,
"abrir, ns, futuro",abrir,otwierać,to open,ns,futuro_simple,abriremos,,false,,
"abrir, vs, futuro",abrir,otwierać,to open,vs,futuro_simple,abriréis,,false,,
"abrir, ellos, futuro",abrir,otwierać,to open,ellos,futuro_simple,abrirán,,false,,
"acabar, yo, presente",acabar,kończyć,to finish,yo,presente,acabo,kończę,false,,conjugation::po-polsku
"acabar, tú, presente",acabar,kończyć,to finish,tu,presente,acabas,kończysz,false,,conjugation::po-polsku
"acabar, él, presente",acabar,kończyć,to finish,el,presente,acaba,kończy,false,,conjugation::po-polsku
"acabar, ns, presente",acabar,kończyć,to finish,ns,presente,acabamos,kończymy,false,,conjugation::po-polsku
"acabar, vs, presente",acabar,kończyć,to finish,vs,presente,acabáis,kończycie,false,,conjugation::po-polsku
"acabar, ellos, presente",acabar,kończyć,to finish,ellos,presente,acaban,kończyą,false,,conjugation::po-polsku
"acabar, yo, pret. indefinido",acabar,kończyć,to finish,yo,pret_indefinido,acabé,skończyłem,false,,conjugation::po-polsku
"acabar, tú, pret. indefinido",acabar,kończyć,to finish,tu,pret_indefinido,acabaste,skończyłeś,false,,conjugation::po-polsku
"acabar, él, pret. indefinido",acabar,kończyć,to finish,el,pret_indefinido,acabó,skończył,false,,conjugation::po-polsku
"acabar, ns, pret. indefinido",acabar,kończyć,to finish,ns,pret_indefinido,acabamos,skończyliśmy,false,,conjugation::po-polsku
"acabar, vs, pret. indefinido",acabar,kończyć,to finish,vs,pret_indefinido,acabasteis,skończyliście,false,,conjugation::po-polsku
"acabar, ellos, pret. indefinido",acabar,kończyć,to finish,ellos,pret_indefinido,acabaron,skończyli,false,,conjugation::po-polsku
"acabar, yo, pret. perfecto",acabar,kończyć,to finish,yo,pret_perfecto,he acabado,,false,,
"acabar, tú, pret. perfecto",acabar,kończyć,to finish,tu,pret_perfecto,has acabado,,false,,
"acabar, él, pret. perfecto",acabar,kończyć,to finish,el,pret_perfecto,ha acabado,,false,,
"acabar, ns, pret. perfecto",acabar,kończyć,to finish,ns,pret_perfecto,hemos acabado,,false,,
"acabar, vs, pret. perfecto",acabar,kończyć,to finish,vs,pret_perfecto,habéis acabado,,false,,
"acabar, ellos, pret. perfecto",acabar,kończyć,to finish,ellos,pret_perfecto,han acabado,,false,,
"acabar, yo, presente progresivo",acabar,kończyć,to finish,yo,presente_progresivo,estoy acabando,,false,,
"acabar, tú, presente progresivo",acabar,kończyć,to finish,tu,presente_progresivo,estás acabando,,false,,
"acabar, él, presente progresivo",acabar,kończyć,to finish,el,presente_progresivo,está acabando,,false,,
"acabar, ns, presente progresivo",acabar,kończyć,to finish,ns,presente_progresivo,estamos acabando,,false,,
"acabar, vs, presente progresivo",acabar,kończyć,to finish,vs,presente_progresivo,estáis acabando,,false,,
"acabar, ellos, presente progresivo",acabar,kończyć,to finish,ellos,presente_progresivo,están acabando,,false,,
"acabar, yo, pretérito imperfecto",acabar,kończyć,to finish,yo,pret_imperfecto,acababa,,false,,
"acabar, tú, pretérito imperfecto",acabar,kończyć,to finish,tu,pret_imperfecto,acababas,,false,,
"acabar, él, pretérito imperfecto",acabar,kończyć,to finish,el,pret_imperfecto,acababa,,false,,
"acabar, ns, pretérito imperfecto",acabar,kończyć,to finish,ns,pret_imperfecto,acabábamos,,false,,
"acabar, vs, pretérito imperfecto",acabar,kończyć,to finish,vs,pret_imperfecto,acababais,,false,,
"acabar, ellos, pretérito imperfecto",acabar,kończyć,to finish,ellos,pret_imperfecto,acababan,,false,,
"acabar, tú, imperativo",acabar,kończyć,to finish,tu,imperativo,acaba,,false,,
"acabar, usted, imperativo",acabar,kończyć,to finish,ud,imperativo,acabe,,false,,
"acabar, ns, imperativo",acabar,kończyć,to finish,ns,imperativo,acabemos,,false,,
"acabar, vs, imperativo",acabar,kończyć,to finish,vs,imperativo,acabad,,false,,
"acabar, ustedes, imperativo",acabar,kończyć,to finish,uds,imperativo,acaben,,false,,
"acabar, yo, futuro",acabar,kończyć,to finish,yo,futuro_simple,acabaré,,false,,
"acabar, tú, futuro",acabar,kończyć,to finish,tu,futuro_simple,acabarás,,false,,
"acabar, él, futuro",acabar,kończyć,to finish,el,futuro_simple,acabará,,false,,
"acabar, ns, futuro",acabar,kończyć,to finish,ns,futuro_simple,acabaremos,,false,,
"acabar, vs, futuro",acabar,kończyć,to finish,vs,futuro_simple,acabaréis,,false,,
"acabar, ellos, futuro",acabar,kończyć,to finish,ellos,futuro_simple,acabarán,,false,,
"acercarse, yo, presente",acercarse,podejść,to approach,yo,presente,me acerco,,false,,
"acercarse, tú, presente",acercarse,podejść,to approach,tu,presente,te acercas,,false,,
"acercarse, él, presente",acercarse,podejść,to approach,el,presente,se acerca,,false,,
"acercarse, ns, presente",acercarse,podejść,to approach,ns,presente,nos acercamos,,false,,
"acercarse, vs, presente",acercarse,podejść,to approach,vs,presente,os acercáis,,false,,
"acercarse, ellos, presente",acercarse,podejść,to approach,ellos,presente,se acercan,,false,,
"acercarse, yo, pret. indefinido",acercarse,podejść,to approach,yo,pret_indefinido,me acer<em>qu</em>é,,true,,
"acercarse, tú, pret. indefinido",acercarse,podejść,to approach,tu,pret_indefinido,te acercaste,,false,,
"acercarse, él, pret. indefinido",acercarse,podejść,to approach,el,pret_indefinido,se acercó,,false,,
"acercarse, ns, pret. indefinido",acercarse,podejść,to approach,ns,pret_indefinido,nos acercamos,,false,,
"acercarse, vs, pret. indefinido",acercarse,podejść,to approach,vs,pret_indefinido,os acercasteis,,false,,
"acercarse, ellos, pret. indefinido",acercarse,podejść,to approach,ellos,pret_indefinido,se acercaron,,false,,
"acercarse, yo, pret. perfecto",acercarse,podejść,to approach,yo,pret_perfecto,me he acercado,,false,,
"acercarse, tú, pret. perfecto",acercarse,podejść,to approach,tu,pret_perfecto,te has acercado,,false,,
"acercarse, él, pret. perfecto",acercarse,podejść,to approach,el,pret_perfecto,se ha acercado,,false,,
"acercarse, ns, pret. perfecto",acercarse,podejść,to approach,ns,pret_perfecto,nos hemos acercado,,false,,
"acercarse, vs, pret. perfecto",acercarse,podejść,to approach,vs,pret_perfecto,os habéis acercado,,false,,
"acercarse, ellos, pret. perfecto",acercarse,podejść,to approach,ellos,pret_perfecto,se han acercado,,false,,
"acercarse, yo, presente progresivo",acercarse,podejść,to approach,yo,presente_progresivo,me estoy acercando,,false,,
"acercarse, tú, presente progresivo",acercarse,podejść,to approach,tu,presente_progresivo,te estás acercando,,false,,
"acercarse, él, presente progresivo",acercarse,podejść,to approach,el,presente_progresivo,se está acercando,,false,,
"acercarse, ns, presente progresivo",acercarse,podejść,to approach,ns,presente_progresivo,nos estamos acercando,,false,,
"acercarse, vs, presente progresivo",acercarse,podejść,to approach,vs,presente_progresivo,os estáis acercando,,false,,
"acercarse, ellos, presente progresivo",acercarse,podejść,to approach,ellos,presente_progresivo,se están acercando,,false,,
"acercarse, yo, pretérito imperfecto",acercarse,podejść,to approach,yo,pret_imperfecto,me acercaba,,false,,
"acercarse, tú, pretérito imperfecto",acercarse,podejść,to approach,tu,pret_imperfecto,te acercabas,,false,,
"acercarse, él, pretérito imperfecto",acercarse,podejść,to approach,el,pret_imperfecto,se acercaba,,false,,
"acercarse, ns, pretérito imperfecto",acercarse,podejść,to approach,ns,pret_imperfecto,nos acercábamos,,false,,
"acercarse, vs, pretérito imperfecto",acercarse,podejść,to approach,vs,pret_imperfecto,os acercabais,,false,,
"acercarse, ellos, pretérito imperfecto",acercarse,podejść,to approach,ellos,pret_imperfecto,se acercaban,,false,,
"acercarse, tú, imperativo",acercarse,podejść,to approach,tu,imperativo,acércate,,false,,
"acercarse, usted, imperativo",acercarse,podejść,to approach,ud,imperativo,acér<em>qu</em>ese,,true,,
"acercarse, ns, imperativo",acercarse,podejść,to approach,ns,imperativo,acer<em>qu</em>émonos,,true,,
"acercarse, vs, imperativo",acercarse,podejść,to approach,vs,imperativo,acercaos,,false,,
"acercarse, ustedes, imperativo",acercarse,podejść,to approach,uds,imperativo,acér<em>qu</em>ense,,true,,
"acercarse, yo, futuro",acercarse,podejść,to approach,yo,futuro_simple,me acercaré,,false,,
"acercarse, tú, futuro",acercarse,podejść,to approach,tu,futuro_simple,te acercarás,,false,,
"acercarse, él, futuro",acercarse,podejść,to approach,el,futuro_simple,se acercará,,false,,
"acercarse, ns, futuro",acercarse,podejść,to approach,ns,futuro_simple,nos acercaremos,,false,,
"acercarse, vs, futuro",acercarse,podejść,to approach,vs,futuro_simple,os acercaréis,,false,,
"acercarse, ellos, futuro",acercarse,podejść,to approach,ellos,futuro_simple,se acercarán,,false,,
"acostarse, yo, presente",acostarse,położyć się,to go to bed,yo,presente,me ac<em>ue</em>sto,kładę się,true,,conjugation::po-polsku conjugation::basic-verb
"acostarse, tú, presente",acostarse,położyć się,to go to bed,tu,presente,te ac<em>ue</em>stas,kładziesz się,true,,conjugation::po-polsku conjugation::basic-verb
"acostarse, él, presente",acostarse,położyć się,to go to bed,el,presente,se ac<em>ue</em>sta,kładzie się,true,,conjugation::po-polsku conjugation::basic-verb
"acostarse, ns, presente",acostarse,położyć się,to go to bed,ns,presente,nos acostamos,kładziemy się,false,,conjugation::po-polsku conjugation::basic-verb
"acostarse, vs, presente",acostarse,położyć się,to go to bed,vs,presente,os acostáis,kładziecie się,false,,conjugation::po-polsku conjugation::basic-verb
"acostarse, ellos, presente",acostarse,położyć się,to go to bed,ellos,presente,se ac<em>ue</em>stan,kładą się,true,,conjugation::po-polsku conjugation::basic-verb
"acostarse, yo, pret. indefinido",acostarse,położyć się,to go to bed,yo,pret_indefinido,me acosté,położyłem się,false,,conjugation::po-polsku conjugation::basic-verb
"acostarse, tú, pret. indefinido",acostarse,położyć się,to go to bed,tu,pret_indefinido,te acostaste,położyłeś się,false,,conjugation::po-polsku conjugation::basic-verb
"acostarse, él, pret. indefinido",acostarse,położyć się,to go to bed,el,pret_indefinido,se acostó,położył się,false,,conjugation::po-polsku conjugation::basic-verb
"acostarse, ns, pret. indefinido",acostarse,położyć się,to go to bed,ns,pret_indefinido,nos acostamos,położyliśmy się,false,,conjugation::po-polsku conjugation::basic-verb
"acostarse, vs, pret. indefinido",acostarse,położyć się,to go to bed,vs,pret_indefinido,os acostasteis,położyliście się,false,,conjugation::po-polsku conjugation::basic-verb
"acostarse, ellos, pret. indefinido",acostarse,położyć się,to go to bed,ellos,pret_indefinido,se acostaron,położyli się,false,,conjugation::po-polsku conjugation::basic-verb
"acostarse, yo, pret. perfecto",acostarse,położyć się,to go to bed,yo,pret_perfecto,me he acostado,,false,,conjugation::basic-verb
"acostarse, tú, pret. perfecto",acostarse,położyć się,to go to bed,tu,pret_perfecto,te has acostado,,false,,conjugation::basic-verb
"acostarse, él, pret. perfecto",acostarse,położyć się,to go to bed,el,pret_perfecto,se ha acostado,,false,,conjugation::basic-verb
"acostarse, ns, pret. perfecto",acostarse,położyć się,to go to bed,ns,pret_perfecto,nos hemos acostado,,false,,conjugation::basic-verb
"acostarse, vs, pret. perfecto",acostarse,położyć się,to go to bed,vs,pret_perfecto,os habéis acostado,,false,,conjugation::basic-verb
"acostarse, ellos, pret. perfecto",acostarse,położyć się,to go to bed,ellos,pret_perfecto,se han acostado,,false,,conjugation::basic-verb
"acostarse, yo, presente progresivo",acostarse,położyć się,to go to bed,yo,presente_progresivo,me estoy acostando,,false,,conjugation::basic-verb
"acostarse, tú, presente progresivo",acostarse,położyć się,to go to bed,tu,presente_progresivo,te estás acostando,,false,,conjugation::basic-verb
"acostarse, él, presente progresivo",acostarse,położyć się,to go to bed,el,presente_progresivo,se está acostando,,false,,conjugation::basic-verb
"acostarse, ns, presente progresivo",acostarse,położyć się,to go to bed,ns,presente_progresivo,nos estamos acostando,,false,,conjugation::basic-verb
"acostarse, vs, presente progresivo",acostarse,położyć się,to go to bed,vs,presente_progresivo,os estáis acostando,,false,,conjugation::basic-verb
"acostarse, ellos, presente progresivo",acostarse,położyć się,to go to bed,ellos,presente_progresivo,se están acostando,,false,,conjugation::basic-verb
"acostarse, yo, pretérito imperfecto",acostarse,położyć się,to go to bed,yo,pret_imperfecto,me acostaba,,false,,conjugation::basic-verb
"acostarse, tú, pretérito imperfecto",acostarse,położyć się,to go to bed,tu,pret_imperfecto,te acostabas,,false,,conjugation::basic-verb
"acostarse, él, pretérito imperfecto",acostarse,położyć się,to go to bed,el,pret_imperfecto,se acostaba,,false,,conjugation::basic-verb
"acostarse, ns, pretérito imperfecto",acostarse,położyć się,to go to bed,ns,pret_imperfecto,nos acostábamos,,false,,conjugation::basic-verb
"acostarse, vs, pretérito imperfecto",acostarse,położyć się,to go to bed,vs,pret_imperfecto,os acostabais,,false,,conjugation::basic-verb
"acostarse, ellos, pretérito imperfecto",acostarse,położyć się,to go to bed,ellos,pret_imperfecto,se acostaban,,false,,conjugation::basic-verb
"acostarse, tú, imperativo",acostarse,położyć się,to go to bed,tu,imperativo,ac<em>ué</em>state,,true,,conjugation::basic-verb
"acostarse, usted, imperativo",acostarse,położyć się,to go to bed,ud,imperativo,ac<em>ué</em>stese,,true,,conjugation::basic-verb
"acostarse, ns, imperativo",acostarse,położyć się,to go to bed,ns,imperativo,acostémonos,,false,,conjugation::basic-verb
"acostarse, vs, imperativo",acostarse,położyć się,to go to bed,vs,imperativo,acostaos,,false,,conjugation::basic-verb
"acostarse, ustedes, imperativo",acostarse,położyć się,to go to bed,uds,imperativo,ac<em>ué</em>stense,,true,,conjugation::basic-verb
"acostarse, yo, futuro",acostarse,położyć się,to go to bed,yo,futuro_simple,me acostaré,,false,,conjugation::basic-verb
"acostarse, tú, futuro",acostarse,położyć się,to go to bed,tu,futuro_simple,te acostarás,,false,,conjugation::basic-verb
"acostarse, él, futuro",acostarse,położyć się,to go to bed,el,futuro_simple,se acostará,,false,,conjugation::basic-verb
"acostarse, ns, futuro",acostarse,położyć się,to go to bed,ns,futuro_simple,nos acostaremos,,false,,conjugation::basic-verb
"acostarse, vs, futuro",acostarse,położyć się,to go to bed,vs,futuro_simple,os acostaréis,,false,,conjugation::basic-verb
"acostarse, ellos, futuro",acostarse,położyć się,to go to bed,ellos,futuro_simple,se acostarán,,false,,conjugation::basic-verb
"adivinar, yo, presente",adivinar,zgadywać,to guess,yo,presente,adivino,,false,,
"adivinar, tú, presente",adivinar,zgadywać,to guess,tu,presente,adivinas,,false,,
"adivinar, él, presente",adivinar,zgadywać,to guess,el,presente,adivina,,false,,
"adivinar, ns, presente",adivinar,zgadywać,to guess,ns,presente,adivinamos,,false,,
"adivinar, vs, presente",adivinar,zgadywać,to guess,vs,presente,adivináis,,false,,
"adivinar, ellos, presente",adivinar,zgadywać,to guess,ellos,presente,adivinan,,false,,
"adivinar, yo, pret. indefinido",adivinar,zgadywać,to guess,yo,pret_indefinido,adiviné,,false,,
"adivinar, tú, pret. indefinido",adivinar,zgadywać,to guess,tu,pret_indefinido,adivinaste,,false,,
"adivinar, él, pret. indefinido",adivinar,zgadywać,to guess,el,pret_indefinido,adivinó,,false,,
"adivinar, ns, pret. indefinido",adivinar,zgadywać,to guess,ns,pret_indefinido,adivinamos,,false,,
"adivinar, vs, pret. indefinido",adivinar,zgadywać,to guess,vs,pret_indefinido,adivinasteis,,false,,
"adivinar, ellos, pret. indefinido",adivinar,zgadywać,to guess,ellos,pret_indefinido,adivinaron,,false,,
"adivinar, yo, pret. perfecto",adivinar,zgadywać,to guess,yo,pret_perfecto,he adivinado,,false,,
"adivinar, tú, pret. perfecto",adivinar,zgadywać,to guess,tu,pret_perfecto,has adivinado,,false,,
"adivinar, él, pret. perfecto",adivinar,zgadywać,to guess,el,pret_perfecto,ha adivinado,,false,,
"adivinar, ns, pret. perfecto",adivinar,zgadywać,to guess,ns,pret_perfecto,hemos adivinado,,false,,
"adivinar, vs, pret. perfecto",adivinar,zgadywać,to guess,vs,pret_perfecto,habéis adivinado,,false,,
"adivinar, ellos, pret. perfecto",adivinar,zgadywać,to guess,ellos,pret_perfecto,han adivinado,,false,,
"adivinar, yo, presente progresivo",adivinar,zgadywać,to guess,yo,presente_progresivo,estoy adivinando,,false,,
"adivinar, tú, presente progresivo",adivinar,zgadywać,to guess,tu,presente_progresivo,estás adivinando,,false,,
"adivinar, él, presente progresivo",adivinar,zgadywać,to guess,el,presente_progresivo,está adivinando,,false,,
"adivinar, ns, presente progresivo",adivinar,zgadywać,to guess,ns,presente_progresivo,estamos adivinando,,false,,
"adivinar, vs, presente progresivo",adivinar,zgadywać,to guess,vs,presente_progresivo,estáis adivinando,,false,,
"adivinar, ellos, presente progresivo",adivinar,zgadywać,to guess,ellos,presente_progresivo,están adivinando,,false,,
"adivinar, yo, pretérito imperfecto",adivinar,zgadywać,to guess,yo,pret_imperfecto,adivinaba,,false,,
"adivinar, tú, pretérito imperfecto",adivinar,zgadywać,to guess,tu,pret_imperfecto,adivinabas,,false,,
"adivinar, él, pretérito imperfecto",adivinar,zgadywać,to guess,el,pret_imperfecto,adivinaba,,false,,
"adivinar, ns, pretérito imperfecto",adivinar,zgadywać,to guess,ns,pret_imperfecto,adivinábamos,,false,,
"adivinar, vs, pretérito imperfecto",adivinar,zgadywać,to guess,vs,pret_imperfecto,adivinabais,,false,,
"adivinar, ellos, pretérito imperfecto",adivinar,zgadywać,to guess,ellos,pret_imperfecto,adivinaban,,false,,
"adivinar, tú, imperativo",adivinar,zgadywać,to guess,tu,imperativo,adivina,,false,,
"adivinar, usted, imperativo",adivinar,zgadywać,to guess,ud,imperativo,adivine,,false,,
"adivinar, ns, imperativo",adivinar,zgadywać,to guess,ns,imperativo,adivinemos,,false,,
"adivinar, vs, imperativo",adivinar,zgadywać,to guess,vs,imperativo,adivinad,,false,,
"adivinar, ustedes, imperativo",adivinar,zgadywać,to guess,uds,imperativo,adivinen,,false,,
"adivinar, yo, futuro",adivinar,zgadywać,to guess,yo,futuro_simple,adivinaré,,false,,
"adivinar, tú, futuro",adivinar,zgadywać,to guess,tu,futuro_simple,adivinarás,,false,,
"adivinar, él, futuro",adivinar,zgadywać,to guess,el,futuro_simple,adivinará,,false,,
"adivinar, ns, futuro",adivinar,zgadywać,to guess,ns,futuro_simple,adivinaremos,,false,,
"adivinar, vs, futuro",adivinar,zgadywać,to guess,vs,futuro_simple,adivinaréis,,false,,
"adivinar, ellos, futuro",adivinar,zgadywać,to guess,ellos,futuro_simple,adivinarán,,false,,
"alcanzar, yo, presente",alcanzar,sięgać,to reach,yo,presente,alcanzo,,false,,
"alcanzar, tú, presente",alcanzar,sięgać,to reach,tu,presente,alcanzas,,false,,
"alcanzar, él, presente",alcanzar,sięgać,to reach,el,presente,alcanza,,false,,
"alcanzar, ns, presente",alcanzar,sięgać,to reach,ns,presente,alcanzamos,,false,,
"alcanzar, vs, presente",alcanzar,sięgać,to reach,vs,presente,alcanzáis,,false,,
"alcanzar, ellos, presente",alcanzar,sięgać,to reach,ellos,presente,alcanzan,,false,,
"alcanzar, yo, pret. indefinido",alcanzar,sięgać,to reach,yo,pret_indefinido,alcan<em>c</em>é,,true,,
"alcanzar, tú, pret. indefinido",alcanzar,sięgać,to reach,tu,pret_indefinido,alcanzaste,,false,,
"alcanzar, él, pret. indefinido",alcanzar,sięgać,to reach,el,pret_indefinido,alcanzó,,false,,
"alcanzar, ns, pret. indefinido",alcanzar,sięgać,to reach,ns,pret_indefinido,alcanzamos,,false,,
"alcanzar, vs, pret. indefinido",alcanzar,sięgać,to reach,vs,pret_indefinido,alcanzasteis,,false,,
"alcanzar, ellos, pret. indefinido",alcanzar,sięgać,to reach,ellos,pret_indefinido,alcanzaron,,false,,
"alcanzar, yo, pret. perfecto",alcanzar,sięgać,to reach,yo,pret_perfecto,he alcanzado,,false,,
"alcanzar, tú, pret. perfecto",alcanzar,sięgać,to reach,tu,pret_perfecto,has alcanzado,,false,,
"alcanzar, él, pret. perfecto",alcanzar,sięgać,to reach,el,pret_perfecto,ha alcanzado,,false,,
"alcanzar, ns, pret. perfecto",alcanzar,sięgać,to reach,ns,pret_perfecto,hemos alcanzado,,false,,
"alcanzar, vs, pret. perfecto",alcanzar,sięgać,to reach,vs,pret_perfecto,habéis alcanzado,,false,,
"alcanzar, ellos, pret. perfecto",alcanzar,sięgać,to reach,ellos,pret_perfecto,han alcanzado,,false,,
"alcanzar, yo, presente progresivo",alcanzar,sięgać,to reach,yo,presente_progresivo,estoy alcanzando,,false,,
"alcanzar, tú, presente progresivo",alcanzar,sięgać,to reach,tu,presente_progresivo,estás alcanzando,,false,,
"alcanzar, él, presente progresivo",alcanzar,sięgać,to reach,el,presente_progresivo,está alcanzando,,false,,
"alcanzar, ns, presente progresivo",alcanzar,sięgać,to reach,ns,presente_progresivo,estamos alcanzando,,false,,
"alcanzar, vs, presente progresivo",alcanzar,sięgać,to reach,vs,presente_progresivo,estáis alcanzando,,false,,
"alcanzar, ellos, presente progresivo",alcanzar,sięgać,to reach,ellos,presente_progresivo,están alcanzando,,false,,
"alcanzar, yo, pretérito imperfecto",alcanzar,sięgać,to reach,yo,pret_imperfecto,alcanzaba,,false,,
"alcanzar, tú, pretérito imperfecto",alcanzar,sięgać,to reach,tu,pret_imperfecto,alcanzabas,,false,,
"alcanzar, él, pretérito imperfecto",alcanzar,sięgać,to reach,el,pret_imperfecto,alcanzaba,,false,,
"alcanzar, ns, pretérito imperfecto",alcanzar,sięgać,to reach,ns,pret_imperfecto,alcanzábamos,,false,,
"alcanzar, vs, pretérito imperfecto",alcanzar,sięgać,to reach,vs,pret_imperfecto,alcanzabais,,false,,
"alcanzar, ellos, pretérito imperfecto",alcanzar,sięgać,to reach,ellos,pret_imperfecto,alcanzaban,,false,,
"alcanzar, tú, imperativo",alcanzar,sięgać,to reach,tu,imperativo,alcanza,,false,,
"alcanzar, usted, imperativo",alcanzar,sięgać,to reach,ud,imperativo,alcan<em>c</em>e,,true,,
"alcanzar, ns, imperativo",alcanzar,sięgać,to reach,ns,imperativo,alcan<em>c</em>emos,,true,,
"alcanzar, vs, imperativo",alcanzar,sięgać,to reach,vs,imperativo,alcanzad,,false,,
"alcanzar, ustedes, imperativo",alcanzar,sięgać,to reach,uds,imperativo,alcan<em>c</em>en,,true,,
"alcanzar, yo, futuro",alcanzar,sięgać,to reach,yo,futuro_simple,alcanzaré,,false,,
"alcanzar, tú, futuro",alcanzar,sięgać,to reach,tu,futuro_simple,alcanzarás,,false,,
"alcanzar, él, futuro",alcanzar,sięgać,to reach,el,futuro_simple,alcanzará,,false,,
"alcanzar, ns, futuro",alcanzar,sięgać,to reach,ns,futuro_simple,alcanzaremos,,false,,
"alcanzar, vs, futuro",alcanzar,sięgać,to reach,vs,futuro_simple,alcanzaréis,,false,,
"alcanzar, ellos, futuro",alcanzar,sięgać,to reach,ellos,futuro_simple,alcanzarán,,false,,
"alquilar, yo, presente",alquilar,wynajmować,to rent,yo,presente,alquilo,wynajmuję,false,,conjugation::po-polsku
"alquilar, tú, presente",alquilar,wynajmować,to rent,tu,presente,alquilas,wynajmujesz,false,,conjugation::po-polsku
"alquilar, él, presente",alquilar,wynajmować,to rent,el,presente,alquila,wynajmuje,false,,conjugation::po-polsku
"alquilar, ns, presente",alquilar,wynajmować,to rent,ns,presente,alquilamos,wynajmujemy,false,,conjugation::po-polsku
"alquilar, vs, presente",alquilar,wynajmować,to rent,vs,presente,alquiláis,wynajmujecie,false,,conjugation::po-polsku
"alquilar, ellos, presente",alquilar,wynajmować,to rent,ellos,presente,alquilan,wynajmują,false,,conjugation::po-polsku
"alquilar, yo, pret. indefinido",alquilar,wynajmować,to rent,yo,pret_indefinido,alquilé,wynajmowałem,false,,conjugation::po-polsku
"alquilar, tú, pret. indefinido",alquilar,wynajmować,to rent,tu,pret_indefinido,alquilaste,wynajmowałeś,false,,conjugation::po-polsku
