#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::presente progresivo: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"conocer, él, presente progresivo",conocer,znać,to know,el,presente_progresivo,está conociendo,,false,,
"conseguir, yo, presente progresivo",conseguir,zyskać,to get,yo,presente_progresivo,estoy cons<em>i</em>guiendo,,true,,conjugation::basic-verb
"conseguir, tú, presente progresivo",conseguir,zyskać,to get,tu,presente_progresivo,estás cons<em>i</em>guiendo,,true,,conjugation::basic-verb
"conseguir, él, presente progresivo",conseguir,zyskać,to get,el,presente_progresivo,está cons<em>i</em>guiendo,,true,,conjugation::basic-verb
"construir, yo, presente progresivo",construir,budować,to build,yo,presente_progresivo,estoy constru<em>y</em>endo,,true,,
"construir, tú, presente progresivo",construir,budować,to build,tu,presente_progresivo,estás constru<em>y</em>endo,,true,,
"construir, él, presente progresivo",construir,budować,to build,el,presente_progresivo,está constru<em>y</em>endo,,true,,
"contar, yo, presente progresivo",contar,liczyć,to count,yo,presente_progresivo,estoy contando,,false,,
"contar, tú, presente progresivo",contar,liczyć,to count,tu,presente_progresivo,estás contando,,false,,
"contar, él, presente progresivo",contar,liczyć,to count,el,presente_progresivo,está contando,,false,,
"dar, yo, presente progresivo",dar,dać,to give,yo,presente_progresivo,estoy dando,,false,,conjugation::basic-verb
"dar, tú, presente progresivo",dar,dać,to give,tu,presente_progresivo,estás dando,,false,,conjugation::basic-verb
"dar, él, presente progresivo",dar,dać,to give,el,presente_progresivo,está dando,,false,,conjugation::basic-verb
"deber, yo, presente progresivo",deber,musieć,to owe,yo,presente_progresivo,estoy debiendo,,false,,
"deber, tú, presente progresivo",deber,musieć,to owe,tu,presente_progresivo,estás debiendo,,false,,
"deber, él, presente progresivo",deber,musieć,to owe,el,presente_progresivo,está debiendo,,false,,
"decir, yo, presente progresivo",decir,mówić,to say,yo,presente_progresivo,estoy d<em>i</em>ciendo,,true,,conjugation::basic-verb
"decir, tú, presente progresivo",decir,mówić,to say,tu,presente_progresivo,estás d<em>i</em>ciendo,,true,,conjugation::basic-verb
"decir, él, presente progresivo",decir,mówić,to say,el,presente_progresivo,está d<em>i</em>ciendo,,true,,conjugation::basic-verb
"dejar, yo, presente progresivo",dejar,pozostawić,to leave,yo,presente_progresivo,estoy dejando,,false,,conjugation::basic-verb
"dejar, tú, presente progresivo",dejar,pozostawić,to leave,tu,presente_progresivo,estás dejando,,false,,conjugation::basic-verb
"dejar, él, presente progresivo",dejar,pozostawić,to leave,el,presente_progresivo,está dejando,,false,,conjugation::basic-verb
"desayunar, yo, presente progresivo",desayunar,jeść śniadanie,to have breakfast,yo,presente_progresivo,estoy desayunando,,false,,
"desayunar, tú, presente progresivo",desayunar,jeść śniadanie,to have breakfast,tu,presente_progresivo,estás desayunando,,false,,
"desayunar, él, presente progresivo",desayunar,jeść śniadanie,to have breakfast,el,presente_progresivo,está desayunando,,false,,
"descubrir, yo, presente progresivo",descubrir,odkryć,to discover,yo,presente_progresivo,estoy descubriendo,,false,,
"descubrir, tú, presente progresivo",descubrir,odkryć,to discover,tu,presente_progresivo,estás descubriendo,,false,,
"descubrir, él, presente progresivo",descubrir,odkryć,to discover,el,presente_progresivo,está descubriendo,,false,,
"despertarse, yo, presente progresivo",despertarse,budzić się,to wake up,yo,presente_progresivo,me estoy despertando,,false,,conjugation::basic-verb
"despertarse, tú, presente progresivo",despertarse,budzić się,to wake up,tu,presente_progresivo,te estás despertando,,false,,conjugation::basic-verb
"despertarse, él, presente progresivo",despertarse,budzić się,to wake up,el,presente_progresivo,se está despertando,,false,,conjugation::basic-verb
"doler, yo, presente progresivo",doler,boleć,to hurt,yo,presente_progresivo,estoy doliendo,,false,,
"doler, tú, presente progresivo",doler,boleć,to hurt,tu,presente_progresivo,estás doliendo,,false,,
"doler, él, presente progresivo",doler,boleć,to hurt,el,presente_progresivo,está doliendo,,false,,
"dormir, yo, presente progresivo",dormir,spać,to sleep,yo,presente_progresivo,estoy d<em>u</em>rmiendo,,true,,conjugation::basic-verb
"dormir, tú, presente progresivo",dormir,spać,to sleep,tu,presente_progresivo,estás d<em>u</em>rmiendo,,true,,conjugation::basic-verb
"dormir, él, presente progresivo",dormir,spać,to sleep,el,presente_progresivo,está d<em>u</em>rmiendo,,true,,conjugation::basic-verb
"empezar, yo, presente progresivo",empezar,zaczynać,to start,yo,presente_progresivo,estoy empezando,,false,,conjugation::basic-verb
"empezar, tú, presente progresivo",empezar,zaczynać,to start,tu,presente_progresivo,estás empezando,,false,,conjugation::basic-verb
"empezar, él, presente progresivo",empezar,zaczynać,to start,el,presente_progresivo,está empezando,,false,,conjugation::basic-verb
"entender, yo, presente progresivo",entender,rozumieć,to understand,yo,presente_progresivo,estoy entendiendo,,false,,conjugation::basic-verb
"entender, tú, presente progresivo",entender,rozumieć,to understand,tu,presente_progresivo,estás entendiendo,,false,,conjugation::basic-verb
"entender, él, presente progresivo",entender,rozumieć,to understand,el,presente_progresivo,está entendiendo,,false,,conjugation::basic-verb
"equivocarse, yo, presente progresivo",equivocarse,pomylić się,to make a mistake,yo,presente_progresivo,me estoy equivocando,,false,,
"equivocarse, tú, presente progresivo",equivocarse,pomylić się,to make a mistake,tu,presente_progresivo,te estás equivocando,,false,,
"equivocarse, él, presente progresivo",equivocarse,pomylić się,to make a mistake,el,presente_progresivo,se está equivocando,,false,,
"escribir, yo, presente progresivo",escribir,pisać,to write,yo,presente_progresivo,estoy escribiendo,,false,,
"escribir, tú, presente progresivo",escribir,pisać,to write,tu,presente_progresivo,estás escribiendo,,false,,
"escribir, él, presente progresivo",escribir,pisać,to write,el,presente_progresivo,está escribiendo,,false,,
"esperar, yo, presente progresivo",esperar,czekać,to wait for,yo,presente_progresivo,estoy esperando,,false,,
"esperar, tú, presente progresivo",esperar,czekać,to wait for,tu,presente_progresivo,estás esperando,,false,,
"esperar, él, presente progresivo",esperar,czekać,to wait for,el,presente_progresivo,está esperando,,false,,
"estar, yo, presente progresivo",estar,być,to be,yo,presente_progresivo,estoy estando,,false,estar,conjugation::basic-verb
"estar, tú, presente progresivo",estar,być,to be,tu,presente_progresivo,estás estando,,false,estar,conjugation::basic-verb
"estar, él, presente progresivo",estar,być,to be,el,presente_progresivo,está estando,,false,estar,conjugation::basic-verb
"fregar, yo, presente progresivo",fregar,szorować,to wash,yo,presente_progresivo,estoy fregando,,false,,
"fregar, tú, presente progresivo",fregar,szorować,to wash,tu,presente_progresivo,estás fregando,,false,,
"fregar, él, presente progresivo",fregar,szorować,to wash,el,presente_progresivo,está fregando,,false,,
"freír, yo, presente progresivo",freír,smażyć,to fry,yo,presente_progresivo,estoy fr<em>i</em>endo,,true,,
"freír, tú, presente progresivo",freír,smażyć,to fry,tu,presente_progresivo,estás fr<em>i</em>endo,,true,,
"freír, él, presente progresivo",freír,smażyć,to fry,el,presente_progresivo,está fr<em>i</em>endo,,true,,
"haber, yo, presente progresivo",haber,egzystować,to have,yo,presente_progresivo,estoy habiendo,,false,,conjugation::basic-verb
"haber, tú, presente progresivo",haber,egzystować,to have,tu,presente_progresivo,estás habiendo,,false,,conjugation::basic-verb
"haber, él, presente progresivo",haber,egzystować,to have,el,presente_progresivo,está habiendo,,false,,conjugation::basic-verb
"hacer, yo, presente progresivo",hacer,robić,to do,yo,presente_progresivo,estoy haciendo,,false,,conjugation::basic-verb
"hacer, tú, presente progresivo",hacer,robić,to do,tu,presente_progresivo,estás haciendo,,false,,conjugation::basic-verb
"hacer, él, presente progresivo",hacer,robić,to do,el,presente_progresivo,está haciendo,,false,,conjugation::basic-verb
"hervir, yo, presente progresivo",hervir,gotować,to boil,yo,presente_progresivo,estoy h<em>i</em>rviendo,,true,,
"hervir, tú, presente progresivo",hervir,gotować,to boil,tu,presente_progresivo,estás h<em>i</em>rviendo,,true,,
"hervir, él, presente progresivo",hervir,gotować,to boil,el,presente_progresivo,está h<em>i</em>rviendo,,true,,
"huir, yo, presente progresivo",huir,uciekać,to escape,yo,presente_progresivo,estoy hu<em>y</em>endo,,true,,
"huir, tú, presente progresivo",huir,uciekać,to escape,tu,presente_progresivo,estás hu<em>y</em>endo,,true,,
"huir, él, presente progresivo",huir,uciekać,to escape,el,presente_progresivo,está hu<em>y</em>endo,,true,,
"influir, yo, presente progresivo",influir,wpływać,to influence,yo,presente_progresivo,estoy influ<em>y</em>endo,,true,,
"influir, tú, presente progresivo",influir,wpływać,to influence,tu,presente_progresivo,estás influ<em>y</em>endo,,true,,
"influir, él, presente progresivo",influir,wpływać,to influence,el,presente_progresivo,está influ<em>y</em>endo,,true,,
"ir, yo, presente progresivo",ir,iść,to go,yo,presente_progresivo,estoy <em>y</em>endo,,true,ir,conjugation::basic-verb
"ir, tú, presente progresivo",ir,iść,to go,tu,presente_progresivo,estás <em>y</em>endo,,true,ir,conjugation::basic-verb
"ir, él, presente progresivo",ir,iść,to go,el,presente_progresivo,está <em>y</em>endo,,true,ir,conjugation::basic-verb
"lavarse, yo, presente progresivo",lavarse,myć się,to wash,yo,presente_progresivo,me estoy lavando,,false,,
"lavarse, tú, presente progresivo",lavarse,myć się,to wash,tu,presente_progresivo,te estás lavando,,false,,
"lavarse, él, presente progresivo",lavarse,myć się,to wash,el,presente_progresivo,se está lavando,,false,,
"levantarse, yo, presente progresivo",levantarse,wstać; obudzić się,to get up,yo,presente_progresivo,me estoy levantando,,false,,conjugation::basic-verb
"levantarse, tú, presente progresivo",levantarse,wstać; obudzić się,to get up,tu,presente_progresivo,te estás levantando,,false,,conjugation::basic-verb
"levantarse, él, presente progresivo",levantarse,wstać; obudzić się,to get up,el,presente_progresivo,se está levantando,,false,,conjugation::basic-verb
"limpiar, yo, presente progresivo",limpiar,czyścić,to clean,yo,presente_progresivo,estoy limpiando,,false,,
"limpiar, tú, presente progresivo",limpiar,czyścić,to clean,tu,presente_progresivo,estás limpiando,,false,,
"limpiar, él, presente progresivo",limpiar,czyścić,to clean,el,presente_progresivo,está limpiando,,false,,
"llamarse, yo, presente progresivo",llamarse,nazywać się,to be called,yo,presente_progresivo,me estoy llamando,,false,,
"llamarse, tú, presente progresivo",llamarse,nazywać się,to be called,tu,presente_progresivo,te estás llamando,,false,,
"llamarse, él, presente progresivo",llamarse,nazywać się,to be called,el,presente_progresivo,se está llamando,,false,,
"llevar, yo, presente progresivo",llevar,nosić,to take,yo,presente_progresivo,estoy llevando,,false,,conjugation::basic-verb
"llevar, tú, presente progresivo",llevar,nosić,to take,tu,presente_progresivo,estás llevando,,false,,conjugation::basic-verb
"llevar, él, presente progresivo",llevar,nosić,to take,el,presente_progresivo,está llevando,,false,,conjugation::basic-verb
"llevarse, yo, presente progresivo",llevarse,dogadywać się,to take,yo,presente_progresivo,me estoy llevando,,false,,
"llevarse, tú, presente progresivo",llevarse,dogadywać się,to take,tu,presente_progresivo,te estás llevando,,false,,
"llevarse, él, presente progresivo",llevarse,dogadywać się,to take,el,presente_progresivo,se está llevando,,false,,
"llover, yo, presente progresivo",llover,padać,to rain,yo,presente_progresivo,estoy lloviendo,,false,,
"llover, tú, presente progresivo",llover,padać,to rain,tu,presente_progresivo,estás lloviendo,,false,,
"llover, él, presente progresivo",llover,padać,to rain,el,presente_progresivo,está lloviendo,,false,,
"medir, yo, presente progresivo",medir,mierzyć,to measure,yo,presente_progresivo,estoy m<em>i</em>diendo,,true,,
"medir, tú, presente progresivo",medir,mierzyć,to measure,tu,presente_progresivo,estás m<em>i</em>diendo,,true,,
"medir, él, presente progresivo",medir,mierzyć,to measure,el,presente_progresivo,está m<em>i</em>diendo,,true,,
"morir, yo, presente progresivo",morir,umrzeć,to die,yo,presente_progresivo,estoy m<em>u</em>riendo,,true,,
"morir, tú, presente progresivo",morir,umrzeć,to die,tu,presente_progresivo,estás m<em>u</em>riendo,,true,,
"morir, él, presente progresivo",morir,umrzeć,to die,el,presente_progresivo,está m<em>u</em>riendo,,true,,
"mostrar, yo, presente progresivo",mostrar,pokazywać,to show,yo,presente_progresivo,estoy mostrando,,false,,
"mostrar, tú, presente progresivo",mostrar,pokazywać,to show,tu,presente_progresivo,estás mostrando,,false,,
"mostrar, él, presente progresivo",mostrar,pokazywać,to show,el,presente_progresivo,está mostrando,,false,,
"mover, yo, presente progresivo",mover,przenosić,to move,yo,presente_progresivo,estoy moviendo,,false,,
"mover, tú, presente progresivo",mover,przenosić,to move,tu,presente_progresivo,estás moviendo,,false,,
"mover, él, presente progresivo",mover,przenosić,to move,el,presente_progresivo,está moviendo,,false,,
"nacer, yo, presente progresivo",nacer,urodzić się,to be born,yo,presente_progresivo,estoy naciendo,,false,,
"nacer, tú, presente progresivo",nacer,urodzić się,to be born,tu,presente_progresivo,estás naciendo,,false,,
"nacer, él, presente progresivo",nacer,urodzić się,to be born,el,presente_progresivo,está naciendo,,false,,
"obtener, yo, presente progresivo",obtener,uzyskać,to get,yo,presente_progresivo,estoy obteniendo,,false,,
"obtener, tú, presente progresivo",obtener,uzyskać,to get,tu,presente_progresivo,estás obteniendo,,false,,
"obtener, él, presente progresivo",obtener,uzyskać,to get,el,presente_progresivo,está obteniendo,,false,,
"oír, yo, presente progresivo",oír,słyszeć,to hear,yo,presente_progresivo,estoy o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, tú, presente progresivo",oír,słyszeć,to hear,tu,presente_progresivo,estás o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, él, presente progresivo",oír,słyszeć,to hear,el,presente_progresivo,está o<em>y</em>endo,,true,,conjugation::basic-verb
"oler, yo, presente progresivo",oler,wąchać,to smell,yo,presente_progresivo,estoy oliendo,,false,,
"oler, tú, presente progresivo",oler,wąchać,to smell,tu,presente_progresivo,estás oliendo,,false,,
"oler, él, presente progresivo",oler,wąchać,to smell,el,presente_progresivo,está oliendo,,false,,
"parecer, yo, presente progresivo",parecer,przypominać,to seem,yo,presente_progresivo,estoy pareciendo,,false,,
"parecer, tú, presente progresivo",parecer,przypominać,to seem,tu,presente_progresivo,estás pareciendo,,false,,
"parecer, él, presente progresivo",parecer,przypominać,to seem,el,presente_progresivo,está pareciendo,,false,,
"pedir, yo, presente progresivo",pedir,poprosić,to ask for,yo,presente_progresivo,estoy p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, tú, presente progresivo",pedir,poprosić,to ask for,tu,presente_progresivo,estás p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, él, presente progresivo",pedir,poprosić,to ask for,el,presente_progresivo,está p<em>i</em>diendo,,true,,conjugation::basic-verb
"pensar, yo, presente progresivo",pensar,myśleć,to think,yo,presente_progresivo,estoy pensando,,false,,conjugation::basic-verb
"pensar, tú, presente progresivo",pensar,myśleć,to think,tu,presente_progresivo,estás pensando,,false,,conjugation::basic-verb
"pensar, él, presente progresivo",pensar,myśleć,to think,el,presente_progresivo,está pensando,,false,,conjugation::basic-verb
"poder, yo, presente progresivo",poder,móc,to be able to,yo,presente_progresivo,estoy p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, tú, presente progresivo",poder,móc,to be able to,tu,presente_progresivo,estás p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, él, presente progresivo",poder,móc,to be able to,el,presente_progresivo,está p<em>u</em>diendo,,true,,conjugation::basic-verb
"poner, yo, presente progresivo",poner,kłaść,to put,yo,presente_progresivo,estoy poniendo,,false,poner,conjugation::basic-verb
"poner, tú, presente progresivo",poner,kłaść,to put,tu,presente_progresivo,estás poniendo,,false,poner,conjugation::basic-verb
"poner, él, presente progresivo",poner,kłaść,to put,el,presente_progresivo,está poniendo,,false,poner,conjugation::basic-verb
"preferir, yo, presente progresivo",preferir,preferować,to prefer,yo,presente_progresivo,estoy pref<em>i</em>riendo,,true,,
"preferir, tú, presente progresivo",preferir,preferować,to prefer,tu,presente_progresivo,estás pref<em>i</em>riendo,,true,,
"preferir, él, presente progresivo",preferir,preferować,to prefer,el,presente_progresivo,está pref<em>i</em>riendo,,true,,
"preparar, yo, presente progresivo",preparar,przygotować,to prepare,yo,presente_progresivo,estoy preparando,,false,,
"preparar, tú, presente progresivo",preparar,przygotować,to prepare,tu,presente_progresivo,estás preparando,,false,,
"preparar, él, presente progresivo",preparar,przygotować,to prepare,el,presente_progresivo,está preparando,,false,,
"prohibir, yo, presente progresivo",prohibir,zabronić,to prohibit,yo,presente_progresivo,estoy prohibiendo,,false,,
"prohibir, tú, presente progresivo",prohibir,zabronić,to prohibit,tu,presente_progresivo,estás prohibiendo,,false,,
"prohibir, él, presente progresivo",prohibir,zabronić,to prohibit,el,presente_progresivo,está prohibiendo,,false,,
"querer, yo, presente progresivo",querer,chcieć,to want,yo,presente_progresivo,estoy queriendo,,false,,conjugation::basic-verb
"querer, tú, presente progresivo",querer,chcieć,to want,tu,presente_progresivo,estás queriendo,,false,,conjugation::basic-verb
"querer, él, presente progresivo",querer,chcieć,to want,el,presente_progresivo,está queriendo,,false,,conjugation::basic-verb
"repetir, yo, presente progresivo",repetir,powtarzać,to do again,yo,presente_progresivo,estoy rep<em>i</em>tiendo,,true,,
"repetir, tú, presente progresivo",repetir,powtarzać,to do again,tu,presente_progresivo,estás rep<em>i</em>tiendo,,true,,
"repetir, él, presente progresivo",repetir,powtarzać,to do again,el,presente_progresivo,está rep<em>i</em>tiendo,,true,,
"romperse, yo, presente progresivo",romperse,złamać,to break,yo,presente_progresivo,me estoy rompiendo,,false,,
"romperse, tú, presente progresivo",romperse,złamać,to break,tu,presente_progresivo,te estás rompiendo,,false,,
"romperse, él, presente progresivo",romperse,złamać,to break,el,presente_progresivo,se está rompiendo,,false,,
"romper, yo, presente progresivo",romper,łamać,to break,yo,presente_progresivo,estoy rompiendo,,false,,
"romper, tú, presente progresivo",romper,łamać,to break,tu,presente_progresivo,estás rompiendo,,false,,
"romper, él, presente progresivo",romper,łamać,to break,el,presente_progresivo,está rompiendo,,false,,
"saber, yo, presente progresivo",saber,wiedzieć,to know,yo,presente_progresivo,estoy sabiendo,,false,,conjugation::basic-verb
"saber, tú, presente progresivo",saber,wiedzieć,to know,tu,presente_progresivo,estás sabiendo,,false,,conjugation::basic-verb
"saber, él, presente progresivo",saber,wiedzieć,to know,el,presente_progresivo,está sabiendo,,false,,conjugation::basic-verb
"sacarse, yo, presente progresivo",sacarse,dostać,to take off,yo,presente_progresivo,me estoy sacando,,false,,
"sacarse, tú, presente progresivo",sacarse,dostać,to take off,tu,presente_progresivo,te estás sacando,,false,,
"sacarse, él, presente progresivo",sacarse,dostać,to take off,el,presente_progresivo,se está sacando,,false,,
"salir, yo, presente progresivo",salir,wychodzić,to go out,yo,presente_progresivo,estoy saliendo,,false,,conjugation::basic-verb
"salir, tú, presente progresivo",salir,wychodzić,to go out,tu,presente_progresivo,estás saliendo,,false,,conjugation::basic-verb
"salir, él, presente progresivo",salir,wychodzić,to go out,el,presente_progresivo,está saliendo,,false,,conjugation::basic-verb
"seguir, yo, presente progresivo",seguir,kontynuować,to follow,yo,presente_progresivo,estoy s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, tú, presente progresivo",seguir,kontynuować,to follow,tu,presente_progresivo,estás s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, él, presente progresivo",seguir,kontynuować,to follow,el,presente_progresivo,está s<em>i</em>guiendo,,true,,conjugation::basic-verb
"sentir, yo, presente progresivo",sentir,czuć,to feel,yo,presente_progresivo,estoy s<em>i</em>ntiendo,,true,,
"sentir, tú, presente progresivo",sentir,czuć,to feel,tu,presente_progresivo,estás s<em>i</em>ntiendo,,true,,
"sentir, él, presente progresivo",sentir,czuć,to feel,el,presente_progresivo,está s<em>i</em>ntiendo,,true,,
"ser, yo, presente progresivo",ser,być,to be,yo,presente_progresivo,estoy siendo,,false,ser,conjugation::basic-verb
"ser, tú, presente progresivo",ser,być,to be,tu,presente_progresivo,estás siendo,,false,ser,conjugation::basic-verb
"ser, él, presente progresivo",ser,być,to be,el,presente_progresivo,está siendo,,false,ser,conjugation::basic-verb
"soler, yo, presente progresivo",soler,mieć w zwyczaju,to use to,yo,presente_progresivo,estoy soliendo,,false,,
"soler, tú, presente progresivo",soler,mieć w zwyczaju,to use to,tu,presente_progresivo,estás soliendo,,false,,
"soler, él, presente progresivo",soler,mieć w zwyczaju,to use to,el,presente_progresivo,está soliendo,,false,,
"suponer, yo, presente progresivo",suponer,przypuszczać,to suppose,yo,presente_progresivo,estoy suponiendo,,false,,
"suponer, tú, presente progresivo",suponer,przypuszczać,to suppose,tu,presente_progresivo,estás suponiendo,,false,,
"suponer, él, presente progresivo",suponer,przypuszczać,to suppose,el,presente_progresivo,está suponiendo,,false,,
"tener, yo, presente progresivo",tener,mieć,to have,yo,presente_progresivo,estoy teniendo,,false,,conjugation::basic-verb
"tener, tú, presente progresivo",tener,mieć,to have,tu,presente_progresivo,estás teniendo,,false,,conjugation::basic-verb
"tener, él, presente progresivo",tener,mieć,to have,el,presente_progresivo,está teniendo,,false,,conjugation::basic-verb
"traducir, yo, presente progresivo",traducir,tłumaczyć,to translate,yo,presente_progresivo,estoy traduciendo,,false,,
"traducir, tú, presente progresivo",traducir,tłumaczyć,to translate,tu,presente_progresivo,estás traduciendo,,false,,
"traducir, él, presente progresivo",traducir,tłumaczyć,to translate,el,presente_progresivo,está traduciendo,,false,,
"traer, yo, presente progresivo",traer,przynieść,to bring,yo,presente_progresivo,estoy tra<em>y</em>endo,,true,,
"traer, tú, presente progresivo",traer,przynieść,to bring,tu,presente_progresivo,estás tra<em>y</em>endo,,true,,
"traer, él, presente progresivo",traer,przynieść,to bring,el,presente_progresivo,está tra<em>y</em>endo,,true,,
"tratar, yo, presente progresivo",tratar,próbować,to treat,yo,presente_progresivo,estoy tratando,,false,,
"tratar, tú, presente progresivo",tratar,próbować,to treat,tu,presente_progresivo,estás tratando,,false,,
"tratar, él, presente progresivo",tratar,próbować,to treat,el,presente_progresivo,está tratando,,false,,
"vencer, yo, presente progresivo",vencer,pokonać,to defeat,yo,presente_progresivo,estoy venciendo,,false,,
"vencer, tú, presente progresivo",vencer,pokonać,to defeat,tu,presente_progresivo,estás venciendo,,false,,
