#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::pret. perfecto: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"desayunar, tú, pret. perfecto",desayunar,jeść śniadanie,to have breakfast,tu,pret_perfecto,has desayunado,,false,,
"desayunar, él, pret. perfecto",desayunar,jeść śniadanie,to have breakfast,el,pret_perfecto,ha desayunado,,false,,
"descubrir, yo, pret. perfecto",descubrir,odkryć,to discover,yo,pret_perfecto,he descub<em>iert</em>o,,true,,
"descubrir, tú, pret. perfecto",descubrir,odkryć,to discover,tu,pret_perfecto,has descub<em>iert</em>o,,true,,
"descubrir, él, pret. perfecto",descubrir,odkryć,to discover,el,pret_perfecto,ha descub<em>iert</em>o,,true,,
"despertarse, yo, pret. perfecto",despertarse,budzić się,to wake up,yo,pret_perfecto,me he despertado,,false,,conjugation::basic-verb
"despertarse, tú, pret. perfecto",despertarse,budzić się,to wake up,tu,pret_perfecto,te has despertado,,false,,conjugation::basic-verb
"despertarse, él, pret. perfecto",despertarse,budzić się,to wake up,el,pret_perfecto,se ha despertado,,false,,conjugation::basic-verb
"doler, yo, pret. perfecto",doler,boleć,to hurt,yo,pret_perfecto,he dolido,,false,,
"doler, tú, pret. perfecto",doler,boleć,to hurt,tu,pret_perfecto,has dolido,,false,,
"doler, él, pret. perfecto",doler,boleć,to hurt,el,pret_perfecto,ha dolido,,false,,
"dormir, yo, pret. perfecto",dormir,spać,to sleep,yo,pret_perfecto,he dormido,,false,,conjugation::basic-verb
"dormir, tú, pret. perfecto",dormir,spać,to sleep,tu,pret_perfecto,has dormido,,false,,conjugation::basic-verb
"dormir, él, pret. perfecto",dormir,spać,to sleep,el,pret_perfecto,ha dormido,,false,,conjugation::basic-verb
"dudar, yo, pret. perfecto",dudar,wątpić,to doubt,yo,pret_perfecto,he dudado,,false,,
"dudar, tú, pret. perfecto",dudar,wątpić,to doubt,tu,pret_perfecto,has dudado,,false,,
"dudar, él, pret. perfecto",dudar,wątpić,to doubt,el,pret_perfecto,ha dudado,,false,,
"empezar, yo, pret. perfecto",empezar,zaczynać,to start,yo,pret_perfecto,he empezado,,false,,conjugation::basic-verb
"empezar, tú, pret. perfecto",empezar,zaczynać,to start,tu,pret_perfecto,has empezado,,false,,conjugation::basic-verb
"empezar, él, pret. perfecto",empezar,zaczynać,to start,el,pret_perfecto,ha empezado,,false,,conjugation::basic-verb
"encontrar, yo, pret. perfecto",encontrar,znaleźć,to find,yo,pret_perfecto,he encontrado,,false,,conjugation::basic-verb
"encontrar, tú, pret. perfecto",encontrar,znaleźć,to find,tu,pret_perfecto,has encontrado,,false,,conjugation::basic-verb
"encontrar, él, pret. perfecto",encontrar,znaleźć,to find,el,pret_perfecto,ha encontrado,,false,,conjugation::basic-verb
"entender, yo, pret. perfecto",entender,rozumieć,to understand,yo,pret_perfecto,he entendido,,false,,conjugation::basic-verb
"entender, tú, pret. perfecto",entender,rozumieć,to understand,tu,pret_perfecto,has entendido,,false,,conjugation::basic-verb
"entender, él, pret. perfecto",entender,rozumieć,to understand,el,pret_perfecto,ha entendido,,false,,conjugation::basic-verb
"enviar, yo, pret. perfecto",enviar,przesłać,to send,yo,pret_perfecto,he enviado,,false,,
"enviar, tú, pret. perfecto",enviar,przesłać,to send,tu,pret_perfecto,has enviado,,false,,
"enviar, él, pret. perfecto",enviar,przesłać,to send,el,pret_perfecto,ha enviado,,false,,
"equivocarse, yo, pret. perfecto",equivocarse,pomylić się,to make a mistake,yo,pret_perfecto,me he equivocado,,false,,
"equivocarse, tú, pret. perfecto",equivocarse,pomylić się,to make a mistake,tu,pret_perfecto,te has equivocado,,false,,
"equivocarse, él, pret. perfecto",equivocarse,pomylić się,to make a mistake,el,pret_perfecto,se ha equivocado,,false,,
"escribir, yo, pret. perfecto",escribir,pisać,to write,yo,pret_perfecto,he escri<em>t</em>o,,true,,
"escribir, tú, pret. perfecto",escribir,pisać,to write,tu,pret_perfecto,has escri<em>t</em>o,,true,,
"escribir, él, pret. perfecto",escribir,pisać,to write,el,pret_perfecto,ha escri<em>t</em>o,,true,,
"escuchar, yo, pret. perfecto",escuchar,słuchać,to listen to,yo,pret_perfecto,he escuchado,,false,,conjugation::basic-verb
"escuchar, tú, pret. perfecto",escuchar,słuchać,to listen to,tu,pret_perfecto,has escuchado,,false,,conjugation::basic-verb
"escuchar, él, pret. perfecto",escuchar,słuchać,to listen to,el,pret_perfecto,ha escuchado,,false,,conjugation::basic-verb
"esperar, yo, pret. perfecto",esperar,czekać,to wait for,yo,pret_perfecto,he esperado,,false,,
"esperar, tú, pret. perfecto",esperar,czekać,to wait for,tu,pret_perfecto,has esperado,,false,,
"esperar, él, pret. perfecto",esperar,czekać,to wait for,el,pret_perfecto,ha esperado,,false,,
"estar, yo, pret. perfecto",estar,być,to be,yo,pret_perfecto,he estado,,false,estar,conjugation::basic-verb
"estar, tú, pret. perfecto",estar,być,to be,tu,pret_perfecto,has estado,,false,estar,conjugation::basic-verb
"estar, él, pret. perfecto",estar,być,to be,el,pret_perfecto,ha estado,,false,estar,conjugation::basic-verb
"fregar, yo, pret. perfecto",fregar,szorować,to wash,yo,pret_perfecto,he fregado,,false,,
"fregar, tú, pret. perfecto",fregar,szorować,to wash,tu,pret_perfecto,has fregado,,false,,
"fregar, él, pret. perfecto",fregar,szorować,to wash,el,pret_perfecto,ha fregado,,false,,
"freír, yo, pret. perfecto",freír,smażyć,to fry,yo,pret_perfecto,he fr<em>it</em>o,,true,,
"freír, tú, pret. perfecto",freír,smażyć,to fry,tu,pret_perfecto,has fr<em>it</em>o,,true,,
"freír, él, pret. perfecto",freír,smażyć,to fry,el,pret_perfecto,ha fr<em>it</em>o,,true,,
"haber, yo, pret. perfecto",haber,egzystować,to have,yo,pret_perfecto,he habido,,false,,conjugation::basic-verb
"haber, tú, pret. perfecto",haber,egzystować,to have,tu,pret_perfecto,has habido,,false,,conjugation::basic-verb
"haber, él, pret. perfecto",haber,egzystować,to have,el,pret_perfecto,ha habido,,false,,conjugation::basic-verb
"hablar, yo, pret. perfecto",hablar,mówić,to speak,yo,pret_perfecto,he hablado,,false,hablar,conjugation::basic-verb
"hablar, tú, pret. perfecto",hablar,mówić,to speak,tu,pret_perfecto,has hablado,,false,hablar,conjugation::basic-verb
"hablar, él, pret. perfecto",hablar,mówić,to speak,el,pret_perfecto,ha hablado,,false,hablar,conjugation::basic-verb
"hacer, yo, pret. perfecto",hacer,robić,to do,yo,pret_perfecto,he h<em>ech</em>o,,true,,conjugation::basic-verb
"hacer, tú, pret. perfecto",hacer,robić,to do,tu,pret_perfecto,has h<em>ech</em>o,,true,,conjugation::basic-verb
"hacer, él, pret. perfecto",hacer,robić,to do,el,pret_perfecto,ha h<em>ech</em>o,,true,,conjugation::basic-verb
"hervir, yo, pret. perfecto",hervir,gotować,to boil,yo,pret_perfecto,he hervido,,false,,
"hervir, tú, pret. perfecto",hervir,gotować,to boil,tu,pret_perfecto,has hervido,,false,,
"hervir, él, pret. perfecto",hervir,gotować,to boil,el,pret_perfecto,ha hervido,,false,,
"huir, yo, pret. perfecto",huir,uciekać,to escape,yo,pret_perfecto,he huido,,false,,
"huir, tú, pret. perfecto",huir,uciekać,to escape,tu,pret_perfecto,has huido,,false,,
"huir, él, pret. perfecto",huir,uciekać,to escape,el,pret_perfecto,ha huido,,false,,
"imaginar, yo, pret. perfecto",imaginar,wyobrażać sobie,to imagine,yo,pret_perfecto,he imaginado,,false,,
"imaginar, tú, pret. perfecto",imaginar,wyobrażać sobie,to imagine,tu,pret_perfecto,has imaginado,,false,,
"imaginar, él, pret. perfecto",imaginar,wyobrażać sobie,to imagine,el,pret_perfecto,ha imaginado,,false,,
"influir, yo, pret. perfecto",influir,wpływać,to influence,yo,pret_perfecto,he influido,,false,,
"influir, tú, pret. perfecto",influir,wpływać,to influence,tu,pret_perfecto,has influido,,false,,
"influir, él, pret. perfecto",influir,wpływać,to influence,el,pret_perfecto,ha influido,,false,,
"ir, yo, pret. perfecto",ir,iść,to go,yo,pret_perfecto,he ido,,false,ir,conjugation::basic-verb
"ir, tú, pret. perfecto",ir,iść,to go,tu,pret_perfecto,has ido,,false,ir,conjugation::basic-verb
"ir, él, pret. perfecto",ir,iść,to go,el,pret_perfecto,ha ido,,false,ir,conjugation::basic-verb
"jugar, yo, pret. perfecto",jugar,grać,to play,yo,pret_perfecto,he jugado,,false,,
"jugar, tú, pret. perfecto",jugar,grać,to play,tu,pret_perfecto,has jugado,,false,,
"jugar, él, pret. perfecto",jugar,grać,to play,el,pret_perfecto,ha jugado,,false,,
"lavar, yo, pret. perfecto",lavar,myć,to wash,yo,pret_perfecto,he lavado,,false,,conjugation::basic-verb
"lavar, tú, pret. perfecto",lavar,myć,to wash,tu,pret_perfecto,has lavado,,false,,conjugation::basic-verb
"lavar, él, pret. perfecto",lavar,myć,to wash,el,pret_perfecto,ha lavado,,false,,conjugation::basic-verb
"lavarse, yo, pret. perfecto",lavarse,myć się,to wash,yo,pret_perfecto,me he lavado,,false,,
"lavarse, tú, pret. perfecto",lavarse,myć się,to wash,tu,pret_perfecto,te has lavado,,false,,
"lavarse, él, pret. perfecto",lavarse,myć się,to wash,el,pret_perfecto,se ha lavado,,false,,
"levantarse, yo, pret. perfecto",levantarse,wstać; obudzić się,to get up,yo,pret_perfecto,me he levantado,,false,,conjugation::basic-verb
"levantarse, tú, pret. perfecto",levantarse,wstać; obudzić się,to get up,tu,pret_perfecto,te has levantado,,false,,conjugation::basic-verb
"levantarse, él, pret. perfecto",levantarse,wstać; obudzić się,to get up,el,pret_perfecto,se ha levantado,,false,,conjugation::basic-verb
"limpiar, yo, pret. perfecto",limpiar,czyścić,to clean,yo,pret_perfecto,he limpiado,,false,,
"limpiar, tú, pret. perfecto",limpiar,czyścić,to clean,tu,pret_perfecto,has limpiado,,false,,
"limpiar, él, pret. perfecto",limpiar,czyścić,to clean,el,pret_perfecto,ha limpiado,,false,,
"llamarse, yo, pret. perfecto",llamarse,nazywać się,to be called,yo,pret_perfecto,me he llamado,,false,,
"llamarse, tú, pret. perfecto",llamarse,nazywać się,to be called,tu,pret_perfecto,te has llamado,,false,,
"llamarse, él, pret. perfecto",llamarse,nazywać się,to be called,el,pret_perfecto,se ha llamado,,false,,
"llevar, yo, pret. perfecto",llevar,nosić,to take,yo,pret_perfecto,he llevado,,false,,conjugation::basic-verb
"llevar, tú, pret. perfecto",llevar,nosić,to take,tu,pret_perfecto,has llevado,,false,,conjugation::basic-verb
"llevar, él, pret. perfecto",llevar,nosić,to take,el,pret_perfecto,ha llevado,,false,,conjugation::basic-verb
"llevarse, yo, pret. perfecto",llevarse,dogadywać się,to take,yo,pret_perfecto,me he llevado,,false,,
"llevarse, tú, pret. perfecto",llevarse,dogadywać się,to take,tu,pret_perfecto,te has llevado,,false,,
"llevarse, él, pret. perfecto",llevarse,dogadywać się,to take,el,pret_perfecto,se ha llevado,,false,,
"llover, yo, pret. perfecto",llover,padać,to rain,yo,pret_perfecto,he llovido,,false,,
"llover, tú, pret. perfecto",llover,padać,to rain,tu,pret_perfecto,has llovido,,false,,
"llover, él, pret. perfecto",llover,padać,to rain,el,pret_perfecto,ha llovido,,false,,
"luchar, yo, pret. perfecto",luchar,walczyć,to fight,yo,pret_perfecto,he luchado,,false,,
"luchar, tú, pret. perfecto",luchar,walczyć,to fight,tu,pret_perfecto,has luchado,,false,,
"luchar, él, pret. perfecto",luchar,walczyć,to fight,el,pret_perfecto,ha luchado,,false,,
"marcar, yo, pret. perfecto",marcar,zaznaczać,to mark,yo,pret_perfecto,he marcado,,false,,
"marcar, tú, pret. perfecto",marcar,zaznaczać,to mark,tu,pret_perfecto,has marcado,,false,,
"marcar, él, pret. perfecto",marcar,zaznaczać,to mark,el,pret_perfecto,ha marcado,,false,,
"medir, yo, pret. perfecto",medir,mierzyć,to measure,yo,pret_perfecto,he medido,,false,,
"medir, tú, pret. perfecto",medir,mierzyć,to measure,tu,pret_perfecto,has medido,,false,,
"medir, él, pret. perfecto",medir,mierzyć,to measure,el,pret_perfecto,ha medido,,false,,
"mirar, yo, pret. perfecto",mirar,spojrzeć,to look at,yo,pret_perfecto,he mirado,,false,,conjugation::basic-verb
"mirar, tú, pret. perfecto",mirar,spojrzeć,to look at,tu,pret_perfecto,has mirado,,false,,conjugation::basic-verb
"mirar, él, pret. perfecto",mirar,spojrzeć,to look at,el,pret_perfecto,ha mirado,,false,,conjugation::basic-verb
"morir, yo, pret. perfecto",morir,umrzeć,to die,yo,pret_perfecto,he m<em>uert</em>o,,true,,
"morir, tú, pret. perfecto",morir,umrzeć,to die,tu,pret_perfecto,has m<em>uert</em>o,,true,,
"morir, él, pret. perfecto",morir,umrzeć,to die,el,pret_perfecto,ha m<em>uert</em>o,,true,,
"mostrar, yo, pret. perfecto",mostrar,pokazywać,to show,yo,pret_perfecto,he mostrado,,false,,
"mostrar, tú, pret. perfecto",mostrar,pokazywać,to show,tu,pret_perfecto,has mostrado,,false,,
"mostrar, él, pret. perfecto",mostrar,pokazywać,to show,el,pret_perfecto,ha mostrado,,false,,
"mover, yo, pret. perfecto",mover,przenosić,to move,yo,pret_perfecto,he movido,,false,,
"mover, tú, pret. perfecto",mover,przenosić,to move,tu,pret_perfecto,has movido,,false,,
"mover, él, pret. perfecto",mover,przenosić,to move,el,pret_perfecto,ha movido,,false,,
"nacer, yo, pret. perfecto",nacer,urodzić się,to be born,yo,pret_perfecto,he nacido,,true,,
"nacer, tú, pret. perfecto",nacer,urodzić się,to be born,tu,pret_perfecto,has nacido,,true,,
"nacer, él, pret. perfecto",nacer,urodzić się,to be born,el,pret_perfecto,ha nacido,,true,,
"obtener, yo, pret. perfecto",obtener,uzyskać,to get,yo,pret_perfecto,he obtenido,,false,,
"obtener, tú, pret. perfecto",obtener,uzyskać,to get,tu,pret_perfecto,has obtenido,,false,,
"obtener, él, pret. perfecto",obtener,uzyskać,to get,el,pret_perfecto,ha obtenido,,false,,
"oler, yo, pret. perfecto",oler,wąchać,to smell,yo,pret_perfecto,he olido,,false,,
"oler, tú, pret. perfecto",oler,wąchać,to smell,tu,pret_perfecto,has olido,,false,,
"oler, él, pret. perfecto",oler,wąchać,to smell,el,pret_perfecto,ha olido,,false,,
"oír, yo, pret. perfecto",oír,słyszeć,to hear,yo,pret_perfecto,he o<em>í</em>do,,true,,conjugation::basic-verb
"oír, tú, pret. perfecto",oír,słyszeć,to hear,tu,pret_perfecto,has o<em>í</em>do,,true,,conjugation::basic-verb
"oír, él, pret. perfecto",oír,słyszeć,to hear,el,pret_perfecto,ha o<em>í</em>do,,true,,conjugation::basic-verb
"pagar, yo, pret. perfecto",pagar,płacić,to pay,yo,pret_perfecto,he pagado,,false,,conjugation::basic-verb
"pagar, tú, pret. perfecto",pagar,płacić,to pay,tu,pret_perfecto,has pagado,,false,,conjugation::basic-verb
"pagar, él, pret. perfecto",pagar,płacić,to pay,el,pret_perfecto,ha pagado,,false,,conjugation::basic-verb
"parecer, yo, pret. perfecto",parecer,przypominać,to seem,yo,pret_perfecto,he parecido,,false,,
"parecer, tú, pret. perfecto",parecer,przypominać,to seem,tu,pret_perfecto,has parecido,,false,,
"parecer, él, pret. perfecto",parecer,przypominać,to seem,el,pret_perfecto,ha parecido,,false,,
"pedir, yo, pret. perfecto",pedir,poprosić,to ask for,yo,pret_perfecto,he pedido,,false,,conjugation::basic-verb
"pedir, tú, pret. perfecto",pedir,poprosić,to ask for,tu,pret_perfecto,has pedido,,false,,conjugation::basic-verb
"pedir, él, pret. perfecto",pedir,poprosić,to ask for,el,pret_perfecto,ha pedido,,false,,conjugation::basic-verb
"pensar, yo, pret. perfecto",pensar,myśleć,to think,yo,pret_perfecto,he pensado,,false,,conjugation::basic-verb
"pensar, tú, pret. perfecto",pensar,myśleć,to think,tu,pret_perfecto,has pensado,,false,,conjugation::basic-verb
"pensar, él, pret. perfecto",pensar,myśleć,to think,el,pret_perfecto,ha pensado,,false,,conjugation::basic-verb
"poder, yo, pret. perfecto",poder,móc,to be able to,yo,pret_perfecto,he podido,,false,,conjugation::basic-verb
"poder, tú, pret. perfecto",poder,móc,to be able to,tu,pret_perfecto,has podido,,false,,conjugation::basic-verb
"poder, él, pret. perfecto",poder,móc,to be able to,el,pret_perfecto,ha podido,,false,,conjugation::basic-verb
"poner, yo, pret. perfecto",poner,kłaść,to put,yo,pret_perfecto,he p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, tú, pret. perfecto",poner,kłaść,to put,tu,pret_perfecto,has p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, él, pret. perfecto",poner,kłaść,to put,el,pret_perfecto,ha p<em>uest</em>o,,true,poner,conjugation::basic-verb
"preferir, yo, pret. perfecto",preferir,preferować,to prefer,yo,pret_perfecto,he preferido,,false,,
"preferir, tú, pret. perfecto",preferir,preferować,to prefer,tu,pret_perfecto,has preferido,,false,,
"preferir, él, pret. perfecto",preferir,preferować,to prefer,el,pret_perfecto,ha preferido,,false,,
"preparar, yo, pret. perfecto",preparar,przygotować,to prepare,yo,pret_perfecto,he preparado,,false,,
"preparar, tú, pret. perfecto",preparar,przygotować,to prepare,tu,pret_perfecto,has preparado,,false,,
"preparar, él, pret. perfecto",preparar,przygotować,to prepare,el,pret_perfecto,ha preparado,,false,,
"prestar, yo, pret. perfecto",prestar,pożyczyć,to lend,yo,pret_perfecto,he prestado,,false,,conjugation::basic-verb
"prestar, tú, pret. perfecto",prestar,pożyczyć,to lend,tu,pret_perfecto,has prestado,,false,,conjugation::basic-verb
"prestar, él, pret. perfecto",prestar,pożyczyć,to lend,el,pret_perfecto,ha prestado,,false,,conjugation::basic-verb
