#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::pretérito imperfecto: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"haber, él, pretérito imperfecto",haber,egzystować,to have,el,pret_imperfecto,había,,false,,conjugation::basic-verb
"hacer, yo, pretérito imperfecto",hacer,robić,to do,yo,pret_imperfecto,hacía,,false,,conjugation::basic-verb
"hacer, tú, pretérito imperfecto",hacer,robić,to do,tu,pret_imperfecto,hacías,,false,,conjugation::basic-verb
"hacer, él, pretérito imperfecto",hacer,robić,to do,el,pret_imperfecto,hacía,,false,,conjugation::basic-verb
"hervir, yo, pretérito imperfecto",hervir,gotować,to boil,yo,pret_imperfecto,hervía,,false,,
"hervir, tú, pretérito imperfecto",hervir,gotować,to boil,tu,pret_imperfecto,hervías,,false,,
"hervir, él, pretérito imperfecto",hervir,gotować,to boil,el,pret_imperfecto,hervía,,false,,
"huir, yo, pretérito imperfecto",huir,uciekać,to escape,yo,pret_imperfecto,huía,,false,,
"huir, tú, pretérito imperfecto",huir,uciekać,to escape,tu,pret_imperfecto,huías,,false,,
"huir, él, pretérito imperfecto",huir,uciekać,to escape,el,pret_imperfecto,huía,,false,,
"influir, yo, pretérito imperfecto",influir,wpływać,to influence,yo,pret_imperfecto,influía,,false,,
"influir, tú, pretérito imperfecto",influir,wpływać,to influence,tu,pret_imperfecto,influías,,false,,
"influir, él, pretérito imperfecto",influir,wpływać,to influence,el,pret_imperfecto,influía,,false,,
"ir, yo, pretérito imperfecto",ir,iść,to go,yo,pret_imperfecto,<em>iba</em>,,true,ir,conjugation::basic-verb
"ir, tú, pretérito imperfecto",ir,iść,to go,tu,pret_imperfecto,<em>ibas</em>,,true,ir,conjugation::basic-verb
"ir, él, pretérito imperfecto",ir,iść,to go,el,pret_imperfecto,<em>iba</em>,,true,ir,conjugation::basic-verb
"jugar, yo, pretérito imperfecto",jugar,grać,to play,yo,pret_imperfecto,jugaba,,false,,
"jugar, tú, pretérito imperfecto",jugar,grać,to play,tu,pret_imperfecto,jugabas,,false,,
"jugar, él, pretérito imperfecto",jugar,grać,to play,el,pret_imperfecto,jugaba,,false,,
"lavarse, yo, pretérito imperfecto",lavarse,myć się,to wash,yo,pret_imperfecto,me lavaba,,false,,
"lavarse, tú, pretérito imperfecto",lavarse,myć się,to wash,tu,pret_imperfecto,te lavabas,,false,,
"lavarse, él, pretérito imperfecto",lavarse,myć się,to wash,el,pret_imperfecto,se lavaba,,false,,
"levantarse, yo, pretérito imperfecto",levantarse,wstać; obudzić się,to get up,yo,pret_imperfecto,me levantaba,,false,,conjugation::basic-verb
"levantarse, tú, pretérito imperfecto",levantarse,wstać; obudzić się,to get up,tu,pret_imperfecto,te levantabas,,false,,conjugation::basic-verb
"levantarse, él, pretérito imperfecto",levantarse,wstać; obudzić się,to get up,el,pret_imperfecto,se levantaba,,false,,conjugation::basic-verb
"limpiar, yo, pretérito imperfecto",limpiar,czyścić,to clean,yo,pret_imperfecto,limpiaba,,false,,
"limpiar, tú, pretérito imperfecto",limpiar,czyścić,to clean,tu,pret_imperfecto,limpiabas,,false,,
"limpiar, él, pretérito imperfecto",limpiar,czyścić,to clean,el,pret_imperfecto,limpiaba,,false,,
"llamarse, yo, pretérito imperfecto",llamarse,nazywać się,to be called,yo,pret_imperfecto,me llamaba,,false,,
"llamarse, tú, pretérito imperfecto",llamarse,nazywać się,to be called,tu,pret_imperfecto,te llamabas,,false,,
"llamarse, él, pretérito imperfecto",llamarse,nazywać się,to be called,el,pret_imperfecto,se llamaba,,false,,
"llevar, yo, pretérito imperfecto",llevar,nosić,to take,yo,pret_imperfecto,llevaba,,false,,conjugation::basic-verb
"llevar, tú, pretérito imperfecto",llevar,nosić,to take,tu,pret_imperfecto,llevabas,,false,,conjugation::basic-verb
"llevar, él, pretérito imperfecto",llevar,nosić,to take,el,pret_imperfecto,llevaba,,false,,conjugation::basic-verb
"llevarse, yo, pretérito imperfecto",llevarse,dogadywać się,to take,yo,pret_imperfecto,me llevaba,,false,,
"llevarse, tú, pretérito imperfecto",llevarse,dogadywać się,to take,tu,pret_imperfecto,te llevabas,,false,,
"llevarse, él, pretérito imperfecto",llevarse,dogadywać się,to take,el,pret_imperfecto,se llevaba,,false,,
"llover, yo, pretérito imperfecto",llover,padać,to rain,yo,pret_imperfecto,llovía,,false,,
"llover, tú, pretérito imperfecto",llover,padać,to rain,tu,pret_imperfecto,llovías,,false,,
"llover, él, pretérito imperfecto",llover,padać,to rain,el,pret_imperfecto,llovía,,false,,
"luchar, yo, pretérito imperfecto",luchar,walczyć,to fight,yo,pret_imperfecto,luchaba,,false,,
"luchar, tú, pretérito imperfecto",luchar,walczyć,to fight,tu,pret_imperfecto,luchabas,,false,,
"luchar, él, pretérito imperfecto",luchar,walczyć,to fight,el,pret_imperfecto,luchaba,,false,,
"marcar, yo, pretérito imperfecto",marcar,zaznaczać,to mark,yo,pret_imperfecto,marcaba,,false,,
"marcar, tú, pretérito imperfecto",marcar,zaznaczać,to mark,tu,pret_imperfecto,marcabas,,false,,
"marcar, él, pretérito imperfecto",marcar,zaznaczać,to mark,el,pret_imperfecto,marcaba,,false,,
"medir, yo, pretérito imperfecto",medir,mierzyć,to measure,yo,pret_imperfecto,medía,,false,,
"medir, tú, pretérito imperfecto",medir,mierzyć,to measure,tu,pret_imperfecto,medías,,false,,
"medir, él, pretérito imperfecto",medir,mierzyć,to measure,el,pret_imperfecto,medía,,false,,
"morir, yo, pretérito imperfecto",morir,umrzeć,to die,yo,pret_imperfecto,moría,,false,,
"morir, tú, pretérito imperfecto",morir,umrzeć,to die,tu,pret_imperfecto,morías,,false,,
"morir, él, pretérito imperfecto",morir,umrzeć,to die,el,pret_imperfecto,moría,,false,,
"mostrar, yo, pretérito imperfecto",mostrar,pokazywać,to show,yo,pret_imperfecto,mostraba,,false,,
"mostrar, tú, pretérito imperfecto",mostrar,pokazywać,to show,tu,pret_imperfecto,mostrabas,,false,,
"mostrar, él, pretérito imperfecto",mostrar,pokazywać,to show,el,pret_imperfecto,mostraba,,false,,
"mover, yo, pretérito imperfecto",mover,przenosić,to move,yo,pret_imperfecto,movía,,false,,
"mover, tú, pretérito imperfecto",mover,przenosić,to move,tu,pret_imperfecto,movías,,false,,
"mover, él, pretérito imperfecto",mover,przenosić,to move,el,pret_imperfecto,movía,,false,,
"nacer, yo, pretérito imperfecto",nacer,urodzić się,to be born,yo,pret_imperfecto,nacía,,false,,
"nacer, tú, pretérito imperfecto",nacer,urodzić się,to be born,tu,pret_imperfecto,nacías,,false,,
"nacer, él, pretérito imperfecto",nacer,urodzić się,to be born,el,pret_imperfecto,nacía,,false,,
"obtener, yo, pretérito imperfecto",obtener,uzyskać,to get,yo,pret_imperfecto,obtenía,,false,,
"obtener, tú, pretérito imperfecto",obtener,uzyskać,to get,tu,pret_imperfecto,obtenías,,false,,
"obtener, él, pretérito imperfecto",obtener,uzyskać,to get,el,pret_imperfecto,obtenía,,false,,
"oír, yo, pretérito imperfecto",oír,słyszeć,to hear,yo,pret_imperfecto,oía,,false,,conjugation::basic-verb
"oír, tú, pretérito imperfecto",oír,słyszeć,to hear,tu,pret_imperfecto,oías,,false,,conjugation::basic-verb
"oír, él, pretérito imperfecto",oír,słyszeć,to hear,el,pret_imperfecto,oía,,false,,conjugation::basic-verb
"oler, yo, pretérito imperfecto",oler,wąchać,to smell,yo,pret_imperfecto,olía,,false,,
"oler, tú, pretérito imperfecto",oler,wąchać,to smell,tu,pret_imperfecto,olías,,false,,
"oler, él, pretérito imperfecto",oler,wąchać,to smell,el,pret_imperfecto,olía,,false,,
"parecer, yo, pretérito imperfecto",parecer,przypominać,to seem,yo,pret_imperfecto,parecía,,false,,
"parecer, tú, pretérito imperfecto",parecer,przypominać,to seem,tu,pret_imperfecto,parecías,,false,,
"parecer, él, pretérito imperfecto",parecer,przypominać,to seem,el,pret_imperfecto,parecía,,false,,
"pedir, yo, pretérito imperfecto",pedir,poprosić,to ask for,yo,pret_imperfecto,pedía,,false,,conjugation::basic-verb
"pedir, tú, pretérito imperfecto",pedir,poprosić,to ask for,tu,pret_imperfecto,pedías,,false,,conjugation::basic-verb
"pedir, él, pretérito imperfecto",pedir,poprosić,to ask for,el,pret_imperfecto,pedía,,false,,conjugation::basic-verb
"pensar, yo, pretérito imperfecto",pensar,myśleć,to think,yo,pret_imperfecto,pensaba,,false,,conjugation::basic-verb
"pensar, tú, pretérito imperfecto",pensar,myśleć,to think,tu,pret_imperfecto,pensabas,,false,,conjugation::basic-verb
"pensar, él, pretérito imperfecto",pensar,myśleć,to think,el,pret_imperfecto,pensaba,,false,,conjugation::basic-verb
"poder, yo, pretérito imperfecto",poder,móc,to be able to,yo,pret_imperfecto,podía,,false,,conjugation::basic-verb
"poder, tú, pretérito imperfecto",poder,móc,to be able to,tu,pret_imperfecto,podías,,false,,conjugation::basic-verb
"poder, él, pretérito imperfecto",poder,móc,to be able to,el,pret_imperfecto,podía,,false,,conjugation::basic-verb
"poner, yo, pretérito imperfecto",poner,kłaść,to put,yo,pret_imperfecto,ponía,,false,poner,conjugation::basic-verb
"poner, tú, pretérito imperfecto",poner,kłaść,to put,tu,pret_imperfecto,ponías,,false,poner,conjugation::basic-verb
"poner, él, pretérito imperfecto",poner,kłaść,to put,el,pret_imperfecto,ponía,,false,poner,conjugation::basic-verb
"preferir, yo, pretérito imperfecto",preferir,preferować,to prefer,yo,pret_imperfecto,prefería,,false,,
"preferir, tú, pretérito imperfecto",preferir,preferować,to prefer,tu,pret_imperfecto,preferías,,false,,
"preferir, él, pretérito imperfecto",preferir,preferować,to prefer,el,pret_imperfecto,prefería,,false,,
"preparar, yo, pretérito imperfecto",preparar,przygotować,to prepare,yo,pret_imperfecto,preparaba,,false,,
"preparar, tú, pretérito imperfecto",preparar,przygotować,to prepare,tu,pret_imperfecto,preparabas,,false,,
"preparar, él, pretérito imperfecto",preparar,przygotować,to prepare,el,pret_imperfecto,preparaba,,false,,
"producir, yo, pretérito imperfecto",producir,produkować,to produce,yo,pret_imperfecto,producía,,false,,
"producir, tú, pretérito imperfecto",producir,produkować,to produce,tu,pret_imperfecto,producías,,false,,
"producir, él, pretérito imperfecto",producir,produkować,to produce,el,pret_imperfecto,producía,,false,,
"prohibir, yo, pretérito imperfecto",prohibir,zabronić,to prohibit,yo,pret_imperfecto,prohibía,,false,,
"prohibir, tú, pretérito imperfecto",prohibir,zabronić,to prohibit,tu,pret_imperfecto,prohibías,,false,,
"prohibir, él, pretérito imperfecto",prohibir,zabronić,to prohibit,el,pret_imperfecto,prohibía,,false,,
"querer, yo, pretérito imperfecto",querer,chcieć,to want,yo,pret_imperfecto,quería,,false,,conjugation::basic-verb
"querer, tú, pretérito imperfecto",querer,chcieć,to want,tu,pret_imperfecto,querías,,false,,conjugation::basic-verb
"querer, él, pretérito imperfecto",querer,chcieć,to want,el,pret_imperfecto,quería,,false,,conjugation::basic-verb
"rechazar, yo, pretérito imperfecto",rechazar,odrzucać,to reject,yo,pret_imperfecto,rechazaba,,false,,
"rechazar, tú, pretérito imperfecto",rechazar,odrzucać,to reject,tu,pret_imperfecto,rechazabas,,false,,
"rechazar, él, pretérito imperfecto",rechazar,odrzucać,to reject,el,pret_imperfecto,rechazaba,,false,,
"repetir, yo, pretérito imperfecto",repetir,powtarzać,to do again,yo,pret_imperfecto,repetía,,false,,
"repetir, tú, pretérito imperfecto",repetir,powtarzać,to do again,tu,pret_imperfecto,repetías,,false,,
"repetir, él, pretérito imperfecto",repetir,powtarzać,to do again,el,pret_imperfecto,repetía,,false,,
"romperse, yo, pretérito imperfecto",romperse,złamać,to break,yo,pret_imperfecto,me rompía,,false,,
"romperse, tú, pretérito imperfecto",romperse,złamać,to break,tu,pret_imperfecto,te rompías,,false,,
"romperse, él, pretérito imperfecto",romperse,złamać,to break,el,pret_imperfecto,se rompía,,false,,
"romper, yo, pretérito imperfecto",romper,łamać,to break,yo,pret_imperfecto,rompía,,false,,
"romper, tú, pretérito imperfecto",romper,łamać,to break,tu,pret_imperfecto,rompías,,false,,
"romper, él, pretérito imperfecto",romper,łamać,to break,el,pret_imperfecto,rompía,,false,,
"saber, yo, pretérito imperfecto",saber,wiedzieć,to know,yo,pret_imperfecto,sabía,,false,,conjugation::basic-verb
"saber, tú, pretérito imperfecto",saber,wiedzieć,to know,tu,pret_imperfecto,sabías,,false,,conjugation::basic-verb
"saber, él, pretérito imperfecto",saber,wiedzieć,to know,el,pret_imperfecto,sabía,,false,,conjugation::basic-verb
"sacarse, yo, pretérito imperfecto",sacarse,dostać,to take off,yo,pret_imperfecto,me sacaba,,false,,
"sacarse, tú, pretérito imperfecto",sacarse,dostać,to take off,tu,pret_imperfecto,te sacabas,,false,,
"sacarse, él, pretérito imperfecto",sacarse,dostać,to take off,el,pret_imperfecto,se sacaba,,false,,
"salir, yo, pretérito imperfecto",salir,wychodzić,to go out,yo,pret_imperfecto,salía,,false,,conjugation::basic-verb
"salir, tú, pretérito imperfecto",salir,wychodzić,to go out,tu,pret_imperfecto,salías,,false,,conjugation::basic-verb
"salir, él, pretérito imperfecto",salir,wychodzić,to go out,el,pret_imperfecto,salía,,false,,conjugation::basic-verb
"seguir, yo, pretérito imperfecto",seguir,kontynuować,to follow,yo,pret_imperfecto,seguía,,false,,conjugation::basic-verb
"seguir, tú, pretérito imperfecto",seguir,kontynuować,to follow,tu,pret_imperfecto,seguías,,false,,conjugation::basic-verb
"seguir, él, pretérito imperfecto",seguir,kontynuować,to follow,el,pret_imperfecto,seguía,,false,,conjugation::basic-verb
"sentir, yo, pretérito imperfecto",sentir,czuć,to feel,yo,pret_imperfecto,sentía,,false,,
