#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::Basic verbs::futuro: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"lavar, yo, futuro",lavar,myć,to wash,yo,futuro_simple,lavaré,,false,,conjugation::basic-verb
"lavar, tú, futuro",lavar,myć,to wash,tu,futuro_simple,lavarás,,false,,conjugation::basic-verb
"lavar, él, futuro",lavar,myć,to wash,el,futuro_simple,lavará,,false,,conjugation::basic-verb
"levantarse, yo, futuro",levantarse,wstać; obudzić się,to get up,yo,futuro_simple,me levantaré,,false,,conjugation::basic-verb
"levantarse, tú, futuro",levantarse,wstać; obudzić się,to get up,tu,futuro_simple,te levantarás,,false,,conjugation::basic-verb
"levantarse, él, futuro",levantarse,wstać; obudzić się,to get up,el,futuro_simple,se levantará,,false,,conjugation::basic-verb
"llevar, yo, futuro",llevar,nosić,to take,yo,futuro_simple,llevaré,,false,,conjugation::basic-verb
"llevar, tú, futuro",llevar,nosić,to take,tu,futuro_simple,llevarás,,false,,conjugation::basic-verb
"llevar, él, futuro",llevar,nosić,to take,el,futuro_simple,llevará,,false,,conjugation::basic-verb
"mirar, yo, futuro",mirar,spojrzeć,to look at,yo,futuro_simple,miraré,,false,,conjugation::basic-verb
"mirar, tú, futuro",mirar,spojrzeć,to look at,tu,futuro_simple,mirarás,,false,,conjugation::basic-verb
"mirar, él, futuro",mirar,spojrzeć,to look at,el,futuro_simple,mirará,,false,,conjugation::basic-verb
"oír, yo, futuro",oír,słyszeć,to hear,yo,futuro_simple,oiré,,false,,conjugation::basic-verb
"oír, tú, futuro",oír,słyszeć,to hear,tu,futuro_simple,oirás,,false,,conjugation::basic-verb
"oír, él, futuro",oír,słyszeć,to hear,el,futuro_simple,oirá,,false,,conjugation::basic-verb
"pagar, yo, futuro",pagar,płacić,to pay,yo,futuro_simple,pagaré,,false,,conjugation::basic-verb
"pagar, tú, futuro",pagar,płacić,to pay,tu,futuro_simple,pagarás,,false,,conjugation::basic-verb
"pagar, él, futuro",pagar,płacić,to pay,el,futuro_simple,pagará,,false,,conjugation::basic-verb
"pedir, yo, futuro",pedir,poprosić,to ask for,yo,futuro_simple,pediré,,false,,conjugation::basic-verb
"pedir, tú, futuro",pedir,poprosić,to ask for,tu,futuro_simple,pedirás,,false,,conjugation::basic-verb
"pedir, él, futuro",pedir,poprosić,to ask for,el,futuro_simple,pedirá,,false,,conjugation::basic-verb
"pensar, yo, futuro",pensar,myśleć,to think,yo,futuro_simple,pensaré,,false,,conjugation::basic-verb
"pensar, tú, futuro",pensar,myśleć,to think,tu,futuro_simple,pensarás,,false,,conjugation::basic-verb
"pensar, él, futuro",pensar,myśleć,to think,el,futuro_simple,pensará,,false,,conjugation::basic-verb
"poder, yo, futuro",poder,móc,to be able to,yo,futuro_simple,pod<em>r</em>é,,true,,conjugation::basic-verb
"poder, tú, futuro",poder,móc,to be able to,tu,futuro_simple,pod<em>r</em>ás,,true,,conjugation::basic-verb
"poder, él, futuro",poder,móc,to be able to,el,futuro_simple,pod<em>r</em>á,,true,,conjugation::basic-verb
"poner, yo, futuro",poner,kłaść,to put,yo,futuro_simple,pon<em>dr</em>é,,true,poner,conjugation::basic-verb
"poner, tú, futuro",poner,kłaść,to put,tu,futuro_simple,pon<em>dr</em>ás,,true,poner,conjugation::basic-verb
"poner, él, futuro",poner,kłaść,to put,el,futuro_simple,pon<em>dr</em>á,,true,poner,conjugation::basic-verb
"prestar, yo, futuro",prestar,pożyczyć,to lend,yo,futuro_simple,prestaré,,false,,conjugation::basic-verb
"prestar, tú, futuro",prestar,pożyczyć,to lend,tu,futuro_simple,prestarás,,false,,conjugation::basic-verb
"prestar, él, futuro",prestar,pożyczyć,to lend,el,futuro_simple,prestará,,false,,conjugation::basic-verb
"querer, yo, futuro",querer,chcieć,to want,yo,futuro_simple,quer<em>r</em>é,,true,,conjugation::basic-verb
"querer, tú, futuro",querer,chcieć,to want,tu,futuro_simple,quer<em>r</em>ás,,true,,conjugation::basic-verb
"querer, él, futuro",querer,chcieć,to want,el,futuro_simple,quer<em>r</em>á,,true,,conjugation::basic-verb
"saber, yo, futuro",saber,wiedzieć,to know,yo,futuro_simple,sab<em>r</em>é,,true,,conjugation::basic-verb
"saber, tú, futuro",saber,wiedzieć,to know,tu,futuro_simple,sab<em>r</em>ás,,true,,conjugation::basic-verb
"saber, él, futuro",saber,wiedzieć,to know,el,futuro_simple,sab<em>r</em>á,,true,,conjugation::basic-verb
"salir, yo, futuro",salir,wychodzić,to go out,yo,futuro_simple,sal<em>dr</em>é,,true,,conjugation::basic-verb
"salir, tú, futuro",salir,wychodzić,to go out,tu,futuro_simple,sal<em>dr</em>ás,,true,,conjugation::basic-verb
"salir, él, futuro",salir,wychodzić,to go out,el,futuro_simple,sal<em>dr</em>á,,true,,conjugation::basic-verb
"seguir, yo, futuro",seguir,kontynuować,to follow,yo,futuro_simple,seguiré,,false,,conjugation::basic-verb
"seguir, tú, futuro",seguir,kontynuować,to follow,tu,futuro_simple,seguirás,,false,,conjugation::basic-verb
"seguir, él, futuro",seguir,kontynuować,to follow,el,futuro_simple,seguirá,,false,,conjugation::basic-verb
"ser, yo, futuro",ser,być,to be,yo,futuro_simple,seré,,false,ser,conjugation::basic-verb
"ser, tú, futuro",ser,być,to be,tu,futuro_simple,serás,,false,ser,conjugation::basic-verb
"ser, él, futuro",ser,być,to be,el,futuro_simple,será,,false,ser,conjugation::basic-verb
"tener, yo, futuro",tener,mieć,to have,yo,futuro_simple,ten<em>dr</em>é,,true,,conjugation::basic-verb
"tener, tú, futuro",tener,mieć,to have,tu,futuro_simple,ten<em>dr</em>ás,,true,,conjugation::basic-verb
"tener, él, futuro",tener,mieć,to have,el,futuro_simple,ten<em>dr</em>á,,true,,conjugation::basic-verb
"trabajar, yo, futuro",trabajar,pracować,to work,yo,futuro_simple,trabajaré,,false,,conjugation::basic-verb
"trabajar, tú, futuro",trabajar,pracować,to work,tu,futuro_simple,trabajarás,,false,,conjugation::basic-verb
"trabajar, él, futuro",trabajar,pracować,to work,el,futuro_simple,trabajará,,false,,conjugation::basic-verb
"vender, yo, futuro",vender,sprzedawać,to sell,yo,futuro_simple,venderé,,false,,conjugation::basic-verb
"vender, tú, futuro",vender,sprzedawać,to sell,tu,futuro_simple,venderás,,false,,conjugation::basic-verb
"vender, él, futuro",vender,sprzedawać,to sell,el,futuro_simple,venderá,,false,,conjugation::basic-verb
"venir, yo, futuro",venir,przychodzić,to come,yo,futuro_simple,ven<em>dr</em>é,,true,,conjugation::basic-verb
"venir, tú, futuro",venir,przychodzić,to come,tu,futuro_simple,ven<em>dr</em>ás,,true,,conjugation::basic-verb
"venir, él, futuro",venir,przychodzić,to come,el,futuro_simple,ven<em>dr</em>á,,true,,conjugation::basic-verb
"ver, yo, futuro",ver,oglądać,to see,yo,futuro_simple,veré,,false,,conjugation::basic-verb
"ver, tú, futuro",ver,oglądać,to see,tu,futuro_simple,verás,,false,,conjugation::basic-verb
"ver, él, futuro",ver,oglądać,to see,el,futuro_simple,verá,,false,,conjugation::basic-verb
"vivir, yo, futuro",vivir,żyć,to live,yo,futuro_simple,viviré,,false,,conjugation::basic-verb
"vivir, tú, futuro",vivir,żyć,to live,tu,futuro_simple,vivirás,,false,,conjugation::basic-verb
"vivir, él, futuro",vivir,żyć,to live,el,futuro_simple,vivirá,,false,,conjugation::basic-verb
"volver, yo, futuro",volver,wracać,to return,yo,futuro_simple,volveré,,false,,conjugation::basic-verb
"volver, tú, futuro",volver,wracać,to return,tu,futuro_simple,volverás,,false,,conjugation::basic-verb
"volver, él, futuro",volver,wracać,to return,el,futuro_simple,volverá,,false,,conjugation::basic-verb
